"filename","subject","date","time","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot"
"./Ship3_Latin-square/2019-09-05_11h33m_Subject 47755.txt","47755",2019-09-05,"11:33",82,60,5,17,22,38,1,5,44,58,4,19,81,816,66,194,1076
"./Ship3_Latin-square/2019-09-05_11h33m_Subject 47760.txt","47760",2019-09-05,"11:33",86,60,15,11,26,96,12,34,142,82,23,14,119,316,0,92,408
"./Ship3_Latin-square/2019-09-05_11h33m_Subject 47770.txt","47770",2019-09-05,"11:33",56,40,10,6,16,62,26,10,98,61,30,10,101,151,24,26,201
"./Ship3_Latin-square/2019-09-05_11h33m_Subject 47795.txt","47795",2019-09-05,"11:33",81,60,7,14,21,34,3,4,41,17,3,11,31,484,57,142,683
"./Ship3_Latin-square/2019-09-05_11h36m_Subject 47229.txt","47229",2019-09-05,"11:36",78,60,6,12,18,24,0,4,28,54,9,19,82,915,121,137,1173
"./Ship3_Latin-square/2019-09-05_11h36m_Subject 47233.txt","47233",2019-09-05,"11:36",78,60,6,12,18,65,5,10,80,73,9,9,91,521,45,115,681
"./Ship3_Latin-square/2019-09-05_11h36m_Subject 47234.txt","47234",2019-09-05,"11:36",73,51,14,8,22,105,43,37,185,208,88,67,363,369,137,73,579
"./Ship3_Latin-square/2019-09-05_11h36m_Subject 47241.txt","47241",2019-09-05,"11:36",80,60,4,16,20,51,1,7,59,12,1,11,24,639,43,234,916
"./Ship3_Latin-square/2019-09-05_11h36m_Subject 47247.txt","47247",2019-09-05,"11:36",67,52,10,5,15,115,10,18,143,73,17,5,95,160,2,32,194
"./Ship3_Latin-square/2019-09-05_11h36m_Subject 47777.txt","47777",2019-09-05,"11:36",76,60,7,9,16,33,0,6,39,16,3,8,27,505,59,79,643
"./Ship3_Latin-square/2019-09-05_11h36m_Subject 47784.txt","47784",2019-09-05,"11:36",72,52,16,4,20,191,38,16,245,78,15,7,100,447,0,39,486
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 46880.txt","46880",2019-09-05,"12:42",82,60,11,11,22,24,2,3,29,36,9,13,58,497,93,83,673
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 46882.txt","46882",2019-09-05,"12:42",76,60,8,8,16,14,0,1,15,58,9,10,77,872,77,159,1108
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 46883.txt","46883",2019-09-05,"12:42",83,60,13,10,23,49,12,7,68,34,14,10,58,404,49,93,546
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 46894.txt","46894",2019-09-05,"12:42",81,60,10,11,21,35,4,9,48,16,1,13,30,293,43,49,385
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47088.txt","47088",2019-09-05,"12:42",81,60,15,6,21,87,24,5,116,86,37,10,133,266,0,68,334
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47228.txt","47228",2019-09-05,"12:42",79,60,8,11,19,29,4,4,37,23,6,9,38,510,61,76,647
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47243.txt","47243",2019-09-05,"12:42",82,60,12,10,22,44,7,13,64,48,5,10,63,633,114,122,869
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47249.txt","47249",2019-09-05,"12:42",76,55,14,7,21,89,23,21,133,86,70,13,169,212,18,40,270
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47639.txt","47639",2019-09-05,"12:42",78,60,9,9,18,23,1,4,28,14,2,4,20,581,68,118,767
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47649.txt","47649",2019-09-05,"12:42",79,60,9,10,19,40,4,10,54,37,5,18,60,483,81,89,653
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47758.txt","47758",2019-09-05,"12:42",78,60,13,5,18,76,5,9,90,21,11,1,33,501,0,70,571
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47759.txt","47759",2019-09-05,"12:42",78,56,14,8,22,78,9,20,107,52,19,56,127,226,2,46,274
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47776.txt","47776",2019-09-05,"12:42",78,60,6,12,18,27,2,1,30,69,8,20,97,858,69,223,1150
"./Ship3_Latin-square/2019-09-05_12h42m_Subject 47799.txt","47799",2019-09-05,"12:42",85,60,12,13,25,73,4,21,98,72,61,31,164,229,3,95,327
"./Ship3_Latin-square/2019-09-05_12h45m_Subject 46881.txt","46881",2019-09-05,"12:45",80,60,10,10,20,49,17,4,70,48,4,27,79,474,81,96,651
"./Ship3_Latin-square/2019-09-05_12h45m_Subject 47087.txt","47087",2019-09-05,"12:45",80,60,8,12,20,45,11,9,65,87,14,9,110,429,70,105,604
"./Ship3_Latin-square/2019-09-05_12h45m_Subject 47626.txt","47626",2019-09-05,"12:45",82,60,12,10,22,122,8,15,145,61,26,23,110,324,49,55,428
"./Ship3_Latin-square/2019-09-05_12h45m_Subject 47634.txt","47634",2019-09-05,"12:45",81,60,10,11,21,66,8,16,90,52,14,19,85,585,65,151,801
"./Ship3_Latin-square/2019-09-05_12h45m_Subject 47640.txt","47640",2019-09-05,"12:45",82,60,12,10,22,38,5,5,48,19,9,4,32,887,134,226,1247
"./Ship3_Latin-square/2019-09-05_12h45m_Subject 47754.txt","47754",2019-09-05,"12:45",76,60,7,9,16,48,3,4,55,45,8,31,84,334,47,61,442
"./Ship3_Latin-square/2019-09-05_12h45m_Subject 47800.txt","47800",2019-09-05,"12:45",81,60,11,10,21,45,10,2,57,55,13,18,86,572,78,89,739
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 46876.txt","46876",2019-09-05,"14:00",76,60,8,8,16,57,7,3,67,39,6,6,51,427,51,63,541
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 46877.txt","46877",2019-09-05,"14:00",87,60,10,17,27,105,23,4,132,149,16,155,320,1066,175,339,1580
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 46893.txt","46893",2019-09-05,"14:00",78,60,9,9,18,16,0,0,16,44,3,7,54,801,94,199,1094
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 46895.txt","46895",2019-09-05,"14:00",80,55,6,19,25,50,7,16,73,29,16,13,58,367,24,133,524
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47638.txt","47638",2019-09-05,"14:00",77,60,9,8,17,54,10,9,73,51,10,23,84,291,38,40,369
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47757.txt","47757",2019-09-05,"14:00",71,50,14,7,21,122,26,21,169,48,15,12,75,217,17,44,278
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47769.txt","47769",2019-09-05,"14:00",82,60,12,10,22,38,2,7,47,39,16,14,69,621,108,175,904
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47771.txt","47771",2019-09-05,"14:00",82,60,9,13,22,21,3,0,24,26,1,18,45,965,114,205,1284
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47775.txt","47775",2019-09-05,"14:00",81,60,7,14,21,64,6,13,83,10,6,4,20,455,55,104,614
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47781.txt","47781",2019-09-05,"14:00",80,60,9,11,20,25,3,3,31,50,22,25,97,906,74,209,1189
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47782.txt","47782",2019-09-05,"14:00",77,60,12,5,17,57,5,5,67,22,24,3,49,472,1,51,524
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47783.txt","47783",2019-09-05,"14:00",83,60,12,11,23,47,12,10,69,47,10,11,68,584,122,126,832
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47785.txt","47785",2019-09-05,"14:00",82,60,11,11,22,21,4,3,28,31,11,22,64,890,172,167,1229
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47786.txt","47786",2019-09-05,"14:00",74,51,8,15,23,102,21,48,171,87,10,124,221,378,51,204,633
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47788.txt","47788",2019-09-05,"14:00",87,60,16,11,27,97,12,33,142,95,33,16,144,257,3,71,331
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46888.txt","46888",2019-09-05,"14:03",83,60,2,21,23,27,1,5,33,87,9,54,150,1076,36,388,1500
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46889.txt","46889",2019-09-05,"14:03",80,60,13,7,20,99,16,14,129,35,10,4,49,408,10,62,480
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46892.txt","46892",2019-09-05,"14:03",86,60,16,10,26,50,31,12,93,38,29,6,73,468,21,112,601
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46898.txt","46898",2019-09-05,"14:03",83,60,4,19,23,36,2,15,53,32,5,29,66,412,24,148,584
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 47097.txt","47097",2019-09-05,"14:03",81,60,10,11,21,16,3,1,20,72,13,16,101,761,107,173,1041
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 47099.txt","47099",2019-09-05,"14:03",79,60,13,6,19,111,7,20,138,55,34,8,97,412,1,65,478
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 47798.txt","47798",2019-09-05,"14:03",73,53,14,6,20,25,11,3,39,21,18,4,43,192,25,24,241
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47080.txt","47080",2019-09-05,"15:10",80,60,10,10,20,37,3,2,42,17,1,7,25,482,66,92,640
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47089.txt","47089",2019-09-05,"15:10",85,60,12,13,25,61,3,9,73,101,50,32,183,407,49,108,564
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47762.txt","47762",2019-09-05,"15:10",81,60,7,14,21,44,5,14,63,40,5,19,64,325,44,90,459
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47791.txt","47791",2019-09-05,"15:10",78,60,9,9,18,30,4,12,46,54,12,19,85,714,90,123,927
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 46878.txt","46878",2019-09-06,"10:00",84,60,10,14,24,83,1,1,85,66,24,45,135,832,172,179,1183
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 46885.txt","46885",2019-09-06,"10:00",80,58,10,12,22,86,23,17,126,22,21,36,79,295,43,78,416
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 46899.txt","46899",2019-09-06,"10:00",84,60,14,10,24,130,14,39,183,64,8,8,80,342,2,96,440
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47081.txt","47081",2019-09-06,"10:00",77,60,6,11,17,53,2,8,63,55,14,22,91,316,35,73,424
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47091.txt","47091",2019-09-06,"10:00",68,52,9,7,16,134,11,25,170,88,17,77,182,181,4,26,211
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47231.txt","47231",2019-09-06,"10:00",59,44,11,4,15,81,8,10,99,32,30,7,69,103,4,9,116
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47238.txt","47238",2019-09-06,"10:00",78,60,3,15,18,49,0,2,51,75,10,34,119,373,16,105,494
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47242.txt","47242",2019-09-06,"10:00",84,60,10,14,24,48,4,2,54,65,12,26,103,827,147,175,1149
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47244.txt","47244",2019-09-06,"10:00",81,60,9,12,21,61,7,7,75,122,24,18,164,638,99,131,868
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47633.txt","47633",2019-09-06,"10:00",78,60,10,8,18,40,5,4,49,92,17,33,142,456,90,79,625
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47636.txt","47636",2019-09-06,"10:00",75,55,13,7,20,132,18,12,162,72,23,11,106,287,33,43,363
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47752.txt","47752",2019-09-06,"10:00",84,60,15,9,24,91,19,14,124,57,29,1,87,354,22,141,517
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47767.txt","47767",2019-09-06,"10:00",82,60,9,13,22,79,6,10,95,19,13,8,40,231,32,50,313
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47768.txt","47768",2019-09-06,"10:00",70,54,10,6,16,119,17,21,157,96,16,8,120,204,22,42,268
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47780.txt","47780",2019-09-06,"10:00",77,57,8,12,20,102,9,9,120,79,29,21,129,325,32,84,441
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 46884.txt","46884",2019-09-06,"10:05",81,60,11,10,21,38,6,53,97,75,24,5,104,277,67,53,397
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47083.txt","47083",2019-09-06,"10:05",55,39,9,7,16,116,18,30,164,76,41,26,143,193,33,42,268
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47086.txt","47086",2019-09-06,"10:05",82,60,7,15,22,72,10,10,92,116,36,41,193,399,36,143,578
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47246.txt","47246",2019-09-06,"10:05",80,60,8,12,20,90,9,7,106,71,18,12,101,398,54,76,528
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47635.txt","47635",2019-09-06,"10:05",79,60,7,12,19,62,2,9,73,66,11,14,91,509,53,100,662
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47779.txt","47779",2019-09-06,"10:05",81,60,11,10,21,39,5,12,56,55,11,3,69,276,55,62,393
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47797.txt","47797",2019-09-06,"10:05",31,22,1,8,9,40,1,9,50,22,0,2,24,69,8,18,95
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 46900.txt","46900",2019-09-06,"11:36",81,60,12,9,21,22,3,7,32,75,28,20,123,628,127,129,884
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 46986.txt","46986",2019-09-06,"11:36",37,26,11,0,11,156,22,0,178,24,138,0,162,120,35,0,155
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47076.txt","47076",2019-09-06,"11:36",80,58,9,13,22,31,4,5,40,23,9,33,65,531,72,155,758
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47079.txt","47079",2019-09-06,"11:36",78,60,10,8,18,36,9,5,50,70,12,9,91,318,52,51,421
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47082.txt","47082",2019-09-06,"11:36",81,60,8,13,21,102,9,3,114,74,5,80,159,409,57,88,554
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47092.txt","47092",2019-09-06,"11:36",78,60,8,10,18,28,3,4,35,90,19,27,136,651,88,120,859
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47226.txt","47226",2019-09-06,"11:36",78,60,6,12,18,30,7,18,55,55,11,18,84,708,69,132,909
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47227.txt","47227",2019-09-06,"11:36",81,60,8,13,21,49,4,5,58,14,12,13,39,511,53,102,666
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47250.txt","47250",2019-09-06,"11:36",79,60,10,9,19,23,2,3,28,9,9,1,19,656,47,122,825
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47645.txt","47645",2019-09-06,"11:36",36,24,12,0,12,106,80,0,186,15,32,0,47,103,51,0,154
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47646.txt","47646",2019-09-06,"11:36",81,60,8,13,21,44,2,13,59,68,11,9,88,1031,145,256,1432
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47755.txt","47755",2019-09-06,"11:36",64,47,9,8,17,210,12,40,262,76,19,29,124,191,5,64,260
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47760.txt","47760",2019-09-06,"11:36",82,60,9,13,22,70,5,16,91,72,14,30,116,657,127,183,967
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47770.txt","47770",2019-09-06,"11:36",61,49,6,6,12,97,2,6,105,67,13,10,90,217,44,20,281
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47795.txt","47795",2019-09-06,"11:36",86,60,4,22,26,25,3,9,37,18,3,18,39,306,16,139,461
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47229.txt","47229",2019-09-06,"11:40",79,60,10,9,19,11,2,4,17,43,11,12,66,808,135,113,1056
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47233.txt","47233",2019-09-06,"11:40",84,60,10,14,24,22,4,4,30,67,6,24,97,489,70,130,689
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47234.txt","47234",2019-09-06,"11:40",79,60,12,7,19,108,25,9,142,96,26,7,129,404,79,60,543
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47241.txt","47241",2019-09-06,"11:40",87,60,0,27,27,22,0,10,32,13,0,10,23,835,0,241,1076
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47247.txt","47247",2019-09-06,"11:40",80,60,8,12,20,34,4,9,47,45,13,5,63,435,49,100,584
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47777.txt","47777",2019-09-06,"11:40",83,59,3,21,24,44,2,12,58,19,0,25,44,523,28,181,732
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47784.txt","47784",2019-09-06,"11:40",75,60,3,12,15,38,0,9,47,45,0,33,78,1016,35,202,1253
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46880.txt","46880",2019-09-06,"12:52",84,60,12,12,24,18,5,3,26,60,22,8,90,396,98,88,582
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46882.txt","46882",2019-09-06,"12:52",83,60,9,14,23,31,1,2,34,135,36,22,193,955,139,250,1344
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46883.txt","46883",2019-09-06,"12:52",64,44,8,12,20,80,29,7,116,76,71,73,220,237,45,59,341
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46894.txt","46894",2019-09-06,"12:52",66,48,9,9,18,99,11,23,133,44,20,5,69,118,1,49,168
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47088.txt","47088",2019-09-06,"12:52",67,49,13,5,18,109,22,11,142,112,31,74,217,230,45,40,315
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47228.txt","47228",2019-09-06,"12:52",84,58,12,14,26,78,6,30,114,64,40,23,127,167,15,83,265
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47243.txt","47243",2019-09-06,"12:52",68,51,12,5,17,211,11,29,251,88,18,4,110,311,6,36,353
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47249.txt","47249",2019-09-06,"12:52",76,56,15,5,20,66,22,8,96,113,43,19,175,220,49,28,297
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47639.txt","47639",2019-09-06,"12:52",84,60,16,8,24,64,21,13,98,44,25,6,75,401,5,86,492
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47649.txt","47649",2019-09-06,"12:52",84,60,16,8,24,89,7,11,107,61,5,15,81,297,0,54,351
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47758.txt","47758",2019-09-06,"12:52",80,60,11,9,20,49,4,9,62,68,63,9,140,303,31,74,408
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47759.txt","47759",2019-09-06,"12:52",81,58,11,12,23,154,24,12,190,93,23,175,291,310,25,96,431
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47776.txt","47776",2019-09-06,"12:52",77,60,11,6,17,71,5,11,87,64,29,6,99,585,1,91,677
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47799.txt","47799",2019-09-06,"12:52",78,60,10,8,18,82,13,4,99,116,50,9,175,315,40,58,413
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 46881.txt","46881",2019-09-06,"12:55",78,60,6,12,18,29,1,1,31,16,1,6,23,577,60,141,778
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47087.txt","47087",2019-09-06,"12:55",80,60,7,13,20,44,6,7,57,63,4,30,97,499,55,95,649
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47626.txt","47626",2019-09-06,"12:55",77,60,9,8,17,29,4,1,34,109,33,8,150,315,37,41,393
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47634.txt","47634",2019-09-06,"12:55",82,60,12,10,22,87,13,16,116,49,9,24,82,364,71,76,511
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47640.txt","47640",2019-09-06,"12:55",79,60,9,10,19,34,7,4,45,26,11,8,45,665,69,158,892
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47754.txt","47754",2019-09-06,"12:55",46,32,8,6,14,74,12,10,96,38,12,34,84,94,0,18,112
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47800.txt","47800",2019-09-06,"12:55",78,60,11,7,18,56,14,6,76,78,20,9,107,453,73,68,594
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46876.txt","46876",2019-09-06,"14:05",78,60,8,10,18,45,4,5,54,17,8,20,45,324,48,69,441
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46877.txt","46877",2019-09-06,"14:05",86,60,13,13,26,42,2,18,62,80,16,25,121,713,91,267,1071
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46893.txt","46893",2019-09-06,"14:05",83,60,11,12,23,69,4,15,88,52,18,18,88,443,10,178,631
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46895.txt","46895",2019-09-06,"14:05",34,24,10,0,10,47,14,0,61,51,137,0,188,72,3,0,75
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47638.txt","47638",2019-09-06,"14:05",79,60,10,9,19,86,30,17,133,66,13,29,108,224,4,43,271
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47757.txt","47757",2019-09-06,"14:05",74,52,13,9,22,96,25,10,131,42,30,11,83,326,68,72,466
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47769.txt","47769",2019-09-06,"14:05",85,60,16,9,25,86,14,13,113,46,39,32,117,398,26,55,479
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47771.txt","47771",2019-09-06,"14:05",80,60,10,10,20,15,2,3,20,35,23,8,66,797,76,150,1023
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47775.txt","47775",2019-09-06,"14:05",84,60,9,15,24,104,7,26,137,20,7,20,47,311,44,94,449
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47781.txt","47781",2019-09-06,"14:05",81,60,7,14,21,17,2,0,19,52,8,17,77,1193,143,239,1575
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47782.txt","47782",2019-09-06,"14:05",80,60,12,8,20,33,8,9,50,12,8,5,25,535,50,83,668
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47783.txt","47783",2019-09-06,"14:05",81,60,9,12,21,33,5,5,43,48,12,14,74,709,105,202,1016
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47785.txt","47785",2019-09-06,"14:05",80,60,8,12,20,37,0,4,41,35,7,18,60,840,145,113,1098
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47786.txt","47786",2019-09-06,"14:05",81,60,9,12,21,47,9,9,65,36,34,23,93,499,31,170,700
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47788.txt","47788",2019-09-06,"14:05",79,60,11,8,19,49,18,7,74,77,25,10,112,401,46,82,529
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46888.txt","46888",2019-09-06,"14:10",79,60,8,11,19,25,0,1,26,49,13,15,77,895,75,211,1181
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46889.txt","46889",2019-09-06,"14:10",78,60,5,13,18,17,0,7,24,27,3,35,65,908,64,201,1173
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46892.txt","46892",2019-09-06,"14:10",85,60,13,12,25,37,53,10,100,27,9,5,41,555,69,139,763
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46898.txt","46898",2019-09-06,"14:10",80,60,7,13,20,35,1,3,39,36,10,5,51,545,51,100,696
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 47097.txt","47097",2019-09-06,"14:10",82,60,9,13,22,42,3,2,47,108,17,43,168,851,114,206,1171
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 47099.txt","47099",2019-09-06,"14:10",79,60,10,9,19,60,1,6,67,56,29,16,101,434,24,80,538
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 47798.txt","47798",2019-09-06,"14:10",86,60,0,26,26,21,0,7,28,24,0,7,31,288,0,129,417
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47080.txt","47080",2019-09-06,"15:20",82,60,9,13,22,93,9,30,132,17,2,7,26,257,2,120,379
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47089.txt","47089",2019-09-06,"15:20",83,60,12,11,23,30,5,2,37,61,14,19,94,336,45,88,469
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47762.txt","47762",2019-09-06,"15:20",53,38,9,6,15,103,6,25,134,24,9,1,34,98,7,12,117
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47791.txt","47791",2019-09-06,"15:20",80,60,8,12,20,23,3,3,29,30,5,7,42,819,113,173,1105
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 46884.txt","46884",2019-09-07,"09:46",77,56,10,11,21,38,6,5,49,35,8,17,60,250,73,42,365
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47083.txt","47083",2019-09-07,"09:46",73,55,8,10,18,69,13,1,83,64,21,23,108,261,38,67,366
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47086.txt","47086",2019-09-07,"09:46",83,60,10,13,23,41,3,7,51,82,7,20,109,399,78,65,542
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47246.txt","47246",2019-09-07,"09:46",82,60,4,18,22,48,2,5,55,26,12,9,47,322,26,118,466
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47635.txt","47635",2019-09-07,"09:46",81,60,10,11,21,75,7,20,102,84,13,15,112,220,6,78,304
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47779.txt","47779",2019-09-07,"09:46",54,38,11,5,16,39,4,8,51,18,6,1,25,64,7,14,85
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47797.txt","47797",2019-09-07,"09:46",27,20,5,2,7,50,4,2,56,22,3,1,26,44,13,12,69
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 46878.txt","46878",2019-09-07,"09:58",83,60,13,10,23,59,7,7,73,59,8,9,76,408,10,99,517
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 46885.txt","46885",2019-09-07,"09:58",76,60,7,9,16,67,8,8,83,16,2,0,18,311,32,43,386
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 46899.txt","46899",2019-09-07,"09:58",79,60,8,11,19,33,5,8,46,52,7,8,67,570,84,107,761
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47081.txt","47081",2019-09-07,"09:58",80,60,11,9,20,12,5,3,20,60,37,36,133,420,59,75,554
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47091.txt","47091",2019-09-07,"09:58",78,59,6,13,19,84,5,7,96,82,13,22,117,315,34,61,410
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47231.txt","47231",2019-09-07,"09:58",76,59,3,14,17,56,3,14,73,25,8,9,42,201,14,59,274
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47238.txt","47238",2019-09-07,"09:58",82,60,7,15,22,16,2,3,21,61,8,33,102,290,36,85,411
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47242.txt","47242",2019-09-07,"09:58",67,47,13,7,20,61,15,19,95,98,83,67,248,334,46,48,428
