"filename","subject","date","time","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot"
"./Ship3_Latin-square/2019-09-30_11h43m_Subject 47237.txt","47237",2019-09-30,"11:43",77,60,10,7,17,37,1,1,39,18,5,7,30,676,84,93,853
"./Ship3_Latin-square/2019-09-30_11h43m_Subject 47241.txt","47241",2019-09-30,"11:43",80,60,8,12,20,16,1,3,20,5,8,2,15,874,113,215,1202
"./Ship3_Latin-square/2019-09-30_11h43m_Subject 47247.txt","47247",2019-09-30,"11:43",73,60,6,7,13,25,2,0,27,42,4,4,50,338,33,41,412
"./Ship3_Latin-square/2019-09-30_11h43m_Subject 47777.txt","47777",2019-09-30,"11:43",82,60,10,12,22,44,10,6,60,19,3,17,39,361,71,93,525
"./Ship3_Latin-square/2019-09-30_11h43m_Subject 47784.txt","47784",2019-09-30,"11:43",81,60,11,10,21,43,15,16,74,94,40,36,170,964,151,143,1258
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 46881.txt","46881",2019-09-30,"12:51",77,60,8,9,17,16,1,3,20,56,8,4,68,854,118,156,1128
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 47087.txt","47087",2019-09-30,"12:51",80,60,9,11,20,20,0,2,22,47,7,4,58,430,73,71,574
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 47626.txt","47626",2019-09-30,"12:51",74,60,5,9,14,14,1,1,16,30,9,6,45,361,42,51,454
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 47632.txt","47632",2019-09-30,"12:51",77,60,10,7,17,26,1,1,28,20,10,13,43,507,6,104,617
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 47634.txt","47634",2019-09-30,"12:51",76,60,5,11,16,40,5,10,55,16,3,11,30,366,28,82,476
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 47640.txt","47640",2019-09-30,"12:51",80,59,9,12,21,54,7,9,70,30,12,5,47,364,23,104,491
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 47754.txt","47754",2019-09-30,"12:51",72,52,11,9,20,36,5,2,43,110,13,34,157,294,68,39,401
"./Ship3_Latin-square/2019-09-30_12h51m_Subject 47800.txt","47800",2019-09-30,"12:51",77,60,3,14,17,31,3,7,41,42,7,10,59,370,25,92,487
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 46880.txt","46880",2019-09-30,"12:54",78,60,6,12,18,6,0,0,6,29,0,2,31,873,69,210,1152
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 46882.txt","46882",2019-09-30,"12:54",84,60,11,13,24,13,16,0,29,96,8,18,122,1110,249,281,1640
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 46883.txt","46883",2019-09-30,"12:54",82,60,11,11,22,34,3,6,43,14,19,17,50,425,82,116,623
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 46894.txt","46894",2019-09-30,"12:54",84,60,14,10,24,57,8,28,93,36,25,12,73,194,20,45,259
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 46896.txt","46896",2019-09-30,"12:54",80,60,7,13,20,21,1,2,24,29,2,9,40,1034,143,241,1418
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47088.txt","47088",2019-09-30,"12:54",48,38,5,5,10,31,3,4,38,68,10,143,221,425,42,66,533
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47228.txt","47228",2019-09-30,"12:54",80,60,10,10,20,43,2,8,53,15,7,5,27,309,21,64,394
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47243.txt","47243",2019-09-30,"12:54",82,60,11,11,22,91,12,17,120,45,14,15,74,424,14,134,572
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47249.txt","47249",2019-09-30,"12:54",81,60,8,13,21,13,6,3,22,60,22,24,106,652,100,205,957
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47639.txt","47639",2019-09-30,"12:54",80,60,11,9,20,19,3,3,25,7,4,4,15,760,138,119,1017
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47649.txt","47649",2019-09-30,"12:54",80,60,7,13,20,29,8,6,43,7,3,2,12,583,67,166,816
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47753.txt","47753",2019-09-30,"12:54",80,60,10,10,20,58,27,15,100,40,28,9,77,386,32,77,495
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47758.txt","47758",2019-09-30,"12:54",82,60,11,11,22,9,1,1,11,15,0,16,31,945,181,259,1385
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47759.txt","47759",2019-09-30,"12:54",78,60,8,10,18,20,2,3,25,23,2,13,38,622,59,155,836
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47776.txt","47776",2019-09-30,"12:54",80,60,11,9,20,35,1,9,45,54,22,6,82,743,18,160,921
"./Ship3_Latin-square/2019-09-30_12h54m_Subject 47799.txt","47799",2019-09-30,"12:54",81,60,9,12,21,28,3,4,35,109,54,27,190,534,73,119,726
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 46876.txt","46876",2019-09-30,"14:02",77,60,7,10,17,26,2,4,32,3,1,3,7,676,80,121,877
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 46877.txt","46877",2019-09-30,"14:02",85,60,15,10,25,14,4,3,21,40,31,18,89,648,31,190,869
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 46893.txt","46893",2019-09-30,"14:02",78,60,11,7,18,49,0,8,57,109,36,4,149,762,21,124,907
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 46895.txt","46895",2019-09-30,"14:02",81,58,8,15,23,31,7,7,45,18,35,9,62,250,42,82,374
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47638.txt","47638",2019-09-30,"14:02",77,57,14,6,20,99,18,13,130,51,26,7,84,221,14,20,255
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47757.txt","47757",2019-09-30,"14:02",80,60,12,8,20,67,12,9,88,55,11,5,71,305,58,57,420
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47769.txt","47769",2019-09-30,"14:02",81,60,10,11,21,17,2,2,21,57,14,11,82,711,114,135,960
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47771.txt","47771",2019-09-30,"14:02",77,60,9,8,17,10,1,2,13,13,2,1,16,1143,167,168,1478
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47775.txt","47775",2019-09-30,"14:02",76,60,6,10,16,56,3,6,65,29,4,0,33,383,42,74,499
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47781.txt","47781",2019-09-30,"14:02",80,60,10,10,20,5,0,0,5,53,9,4,66,1330,281,238,1849
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47782.txt","47782",2019-09-30,"14:02",84,60,12,12,24,12,0,4,16,3,16,4,23,659,151,139,949
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47783.txt","47783",2019-09-30,"14:02",80,60,10,10,20,57,10,9,76,37,9,7,53,481,65,79,625
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47785.txt","47785",2019-09-30,"14:02",80,60,7,13,20,8,0,3,11,82,3,8,93,1903,287,324,2514
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47786.txt","47786",2019-09-30,"14:02",77,60,8,9,17,77,8,9,94,39,6,4,49,340,33,54,427
"./Ship3_Latin-square/2019-09-30_14h02m_Subject 47788.txt","47788",2019-09-30,"14:02",49,36,4,9,13,13,1,4,18,45,185,10,240,334,29,85,448
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 46888.txt","46888",2019-09-30,"14:06",80,60,9,11,20,7,0,0,7,60,9,3,72,937,136,177,1250
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 46889.txt","46889",2019-09-30,"14:06",77,60,4,13,17,10,0,2,12,20,2,19,41,1297,89,250,1636
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 46890.txt","46890",2019-09-30,"14:06",82,59,10,13,23,33,2,2,37,1,1,4,6,365,93,75,533
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 46892.txt","46892",2019-09-30,"14:06",76,53,15,8,23,70,18,58,146,47,28,7,82,310,22,57,389
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 46898.txt","46898",2019-09-30,"14:06",75,60,6,9,15,34,0,5,39,24,2,5,31,701,65,81,847
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 47097.txt","47097",2019-09-30,"14:06",83,60,10,13,23,19,2,1,22,54,14,9,77,1018,138,237,1393
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 47099.txt","47099",2019-09-30,"14:06",81,60,15,6,21,60,13,3,76,33,36,16,85,549,5,72,626
"./Ship3_Latin-square/2019-09-30_14h06m_Subject 47798.txt","47798",2019-09-30,"14:06",67,48,13,6,19,43,8,4,55,16,16,2,34,124,1,33,158
"./Ship3_Latin-square/2019-09-30_15h13m_Subject 47080.txt","47080",2019-09-30,"15:13",81,60,7,14,21,9,0,2,11,22,2,4,28,1063,135,218,1416
"./Ship3_Latin-square/2019-09-30_15h13m_Subject 47089.txt","47089",2019-09-30,"15:13",82,60,13,9,22,28,2,2,32,70,16,18,104,375,71,49,495
"./Ship3_Latin-square/2019-09-30_15h13m_Subject 47762.txt","47762",2019-09-30,"15:13",67,49,13,5,18,49,11,10,70,37,21,6,64,148,9,19,176
"./Ship3_Latin-square/2019-09-30_15h13m_Subject 47791.txt","47791",2019-09-30,"15:13",82,60,6,16,22,11,0,3,14,12,1,5,18,1013,142,273,1428
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 46884.txt","46884",2019-10-01,"10:03",70,52,11,7,18,46,8,6,60,41,13,1,55,207,29,23,259
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 47083.txt","47083",2019-10-01,"10:03",79,59,6,14,20,59,1,12,72,33,8,15,56,376,32,94,502
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 47086.txt","47086",2019-10-01,"10:03",79,60,10,9,19,17,4,0,21,1,0,1,2,483,74,89,646
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 47246.txt","47246",2019-10-01,"10:03",77,60,7,10,17,7,4,3,14,11,1,0,12,455,49,88,592
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 47635.txt","47635",2019-10-01,"10:03",86,60,13,13,26,82,6,26,114,43,16,14,73,280,1,129,410
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 47779.txt","47779",2019-10-01,"10:03",37,27,7,3,10,61,7,7,75,24,21,3,48,36,7,4,47
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 47790.txt","47790",2019-10-01,"10:03",60,43,11,6,17,58,10,39,107,25,11,3,39,189,26,13,228
"./Ship3_Latin-square/2019-10-01_10h03m_Subject 47797.txt","47797",2019-10-01,"10:03",77,55,10,12,22,35,10,15,60,47,27,9,83,231,60,85,376
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 46878.txt","46878",2019-10-01,"10:06",80,60,9,11,20,11,2,3,16,4,11,8,23,846,140,147,1133
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 46885.txt","46885",2019-10-01,"10:06",77,60,8,9,17,27,4,6,37,11,4,3,18,421,51,59,531
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 46899.txt","46899",2019-10-01,"10:06",81,60,8,13,21,12,1,1,14,19,3,7,29,1069,150,250,1469
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47081.txt","47081",2019-10-01,"10:06",80,60,7,13,20,16,1,6,23,28,3,11,42,564,67,121,752
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47091.txt","47091",2019-10-01,"10:06",77,60,5,12,17,22,1,2,25,52,7,6,65,348,28,76,452
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47095.txt","47095",2019-10-01,"10:06",71,50,13,8,21,34,9,4,47,53,10,34,97,276,39,64,379
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47231.txt","47231",2019-10-01,"10:06",76,60,9,7,16,60,8,6,74,116,18,2,136,258,37,41,336
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47238.txt","47238",2019-10-01,"10:06",81,60,10,11,21,13,1,0,14,41,13,10,64,664,120,102,886
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47242.txt","47242",2019-10-01,"10:06",80,60,6,14,20,28,2,9,39,24,5,36,65,636,66,165,867
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47244.txt","47244",2019-10-01,"10:06",78,60,7,11,18,11,1,0,12,58,10,11,79,741,100,151,992
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47633.txt","47633",2019-10-01,"10:06",80,60,12,8,20,28,23,5,56,55,21,10,86,466,64,77,607
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47636.txt","47636",2019-10-01,"10:06",52,38,12,2,14,101,31,6,138,100,28,2,130,140,19,7,166
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47752.txt","47752",2019-10-01,"10:06",80,60,9,11,20,45,5,4,54,16,9,8,33,939,119,205,1263
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47767.txt","47767",2019-10-01,"10:06",83,60,10,13,23,25,0,2,27,70,6,9,85,371,77,73,521
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47768.txt","47768",2019-10-01,"10:06",73,53,12,8,20,67,11,12,90,48,19,10,77,153,5,36,194
"./Ship3_Latin-square/2019-10-01_10h06m_Subject 47780.txt","47780",2019-10-01,"10:06",79,60,8,11,19,54,13,5,72,79,12,8,99,251,18,95,364
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 46900.txt","46900",2019-10-01,"11:15",79,60,5,14,19,6,0,3,9,111,11,23,145,1127,108,311,1546
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 46986.txt","46986",2019-10-01,"11:15",80,60,11,9,20,40,1,9,50,16,2,2,20,311,43,50,404
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47076.txt","47076",2019-10-01,"11:15",81,60,9,12,21,4,0,2,6,15,0,3,18,1289,208,275,1772
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47079.txt","47079",2019-10-01,"11:15",75,60,8,7,15,21,3,2,26,45,12,4,61,321,57,23,401
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47082.txt","47082",2019-10-01,"11:15",79,60,8,11,19,38,2,1,41,24,5,14,43,293,36,56,385
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47092.txt","47092",2019-10-01,"11:15",80,60,9,11,20,17,5,2,24,25,5,2,32,979,160,189,1328
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47098.txt","47098",2019-10-01,"11:15",86,60,12,14,26,18,4,1,23,11,45,21,77,369,57,112,538
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47226.txt","47226",2019-10-01,"11:15",79,60,8,11,19,14,1,0,15,35,8,11,54,2970,423,408,3801
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47227.txt","47227",2019-10-01,"11:15",79,60,4,15,19,30,1,5,36,12,3,8,23,502,60,114,676
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47250.txt","47250",2019-10-01,"11:15",80,60,8,12,20,17,3,1,21,7,5,5,17,1045,147,230,1422
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47645.txt","47645",2019-10-01,"11:15",79,58,11,10,21,71,10,17,98,15,13,5,33,286,42,73,401
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47646.txt","47646",2019-10-01,"11:15",79,60,5,14,19,27,0,0,27,54,16,22,92,1890,116,357,2363
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47755.txt","47755",2019-10-01,"11:15",82,60,12,10,22,25,5,6,36,33,18,7,58,742,136,112,990
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47760.txt","47760",2019-10-01,"11:15",80,60,9,11,20,15,6,3,24,28,15,8,51,1051,141,219,1411
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47770.txt","47770",2019-10-01,"11:15",44,33,7,4,11,53,10,7,70,73,9,2,84,129,22,13,164
"./Ship3_Latin-square/2019-10-01_11h15m_Subject 47795.txt","47795",2019-10-01,"11:15",81,60,8,13,21,25,3,3,31,21,15,11,47,485,44,86,615
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47229.txt","47229",2019-10-01,"11:19",75,60,3,12,15,16,1,0,17,26,1,1,28,1011,33,177,1221
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47233.txt","47233",2019-10-01,"11:19",82,60,10,12,22,14,3,7,24,35,10,8,53,415,71,86,572
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47234.txt","47234",2019-10-01,"11:19",82,60,13,9,22,40,3,5,48,26,11,6,43,523,89,96,708
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47237.txt","47237",2019-10-01,"11:19",78,60,8,10,18,10,0,3,13,13,0,17,30,795,106,154,1055
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47241.txt","47241",2019-10-01,"11:19",79,60,8,11,19,15,1,5,21,7,11,1,19,1049,144,157,1350
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47247.txt","47247",2019-10-01,"11:19",78,60,9,9,18,18,1,0,19,26,1,0,27,397,62,57,516
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47777.txt","47777",2019-10-01,"11:19",77,60,5,12,17,36,2,33,71,66,14,7,87,453,23,89,565
"./Ship3_Latin-square/2019-10-01_11h19m_Subject 47784.txt","47784",2019-10-01,"11:19",76,60,3,13,16,26,5,7,38,67,1,25,93,1441,124,246,1811
"./Ship3_Latin-square/2019-10-01_12h26m_Subject 46881.txt","46881",2019-10-01,"12:26",74,60,4,10,14,7,3,0,10,43,4,4,51,1018,72,201,1291
"./Ship3_Latin-square/2019-10-01_12h26m_Subject 47087.txt","47087",2019-10-01,"12:26",81,60,9,12,21,28,2,2,32,29,12,5,46,358,49,67,474
"./Ship3_Latin-square/2019-10-01_12h26m_Subject 47626.txt","47626",2019-10-01,"12:26",80,60,6,14,20,11,0,3,14,56,10,6,72,310,36,93,439
"./Ship3_Latin-square/2019-10-01_12h26m_Subject 47632.txt","47632",2019-10-01,"12:26",80,60,7,13,20,20,1,6,27,15,6,8,29,1097,127,224,1448
"./Ship3_Latin-square/2019-10-01_12h26m_Subject 47634.txt","47634",2019-10-01,"12:26",81,60,11,10,21,36,5,6,47,25,4,1,30,384,67,55,506
"./Ship3_Latin-square/2019-10-01_12h26m_Subject 47640.txt","47640",2019-10-01,"12:26",81,60,10,11,21,30,4,6,40,12,6,7,25,622,69,119,810
"./Ship3_Latin-square/2019-10-01_12h26m_Subject 47800.txt","47800",2019-10-01,"12:26",82,60,8,14,22,43,6,6,55,42,7,15,64,304,38,57,399
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 46880.txt","46880",2019-10-01,"12:32",81,60,2,19,21,15,0,0,15,15,0,15,30,964,27,299,1290
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 46882.txt","46882",2019-10-01,"12:32",80,60,6,14,20,27,1,1,29,80,4,41,125,857,101,270,1228
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 46883.txt","46883",2019-10-01,"12:32",80,60,7,13,20,25,2,1,28,18,4,6,28,607,65,134,806
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 46894.txt","46894",2019-10-01,"12:32",80,60,9,11,20,31,2,4,37,14,2,5,21,533,95,79,707
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 46896.txt","46896",2019-10-01,"12:32",76,60,8,8,16,22,3,4,29,28,18,7,53,476,14,101,591
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47088.txt","47088",2019-10-01,"12:32",78,60,9,9,18,41,7,12,60,82,22,20,124,390,69,90,549
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47228.txt","47228",2019-10-01,"12:32",77,60,9,8,17,20,0,4,24,18,7,6,31,532,96,76,704
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47243.txt","47243",2019-10-01,"12:32",78,60,9,9,18,27,7,4,38,28,10,4,42,918,126,173,1217
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47249.txt","47249",2019-10-01,"12:32",78,60,11,7,18,58,3,14,75,69,36,14,119,245,34,33,312
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47639.txt","47639",2019-10-01,"12:32",62,48,10,4,14,63,7,6,76,59,22,6,87,194,4,10,208
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47649.txt","47649",2019-10-01,"12:32",77,58,7,12,19,51,3,4,58,12,6,5,23,431,36,155,622
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47753.txt","47753",2019-10-01,"12:32",82,60,11,11,22,40,29,7,76,22,7,7,36,474,57,138,669
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47758.txt","47758",2019-10-01,"12:32",85,60,14,11,25,8,0,2,10,18,3,4,25,790,92,201,1083
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47759.txt","47759",2019-10-01,"12:32",81,60,14,7,21,60,11,1,72,48,19,4,71,396,34,119,549
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47776.txt","47776",2019-10-01,"12:32",81,60,12,9,21,14,4,1,19,52,18,9,79,1044,180,173,1397
"./Ship3_Latin-square/2019-10-01_12h32m_Subject 47799.txt","47799",2019-10-01,"12:32",78,57,10,11,21,55,8,12,75,79,34,13,126,140,16,39,195
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 46888.txt","46888",2019-10-01,"13:39",80,60,9,11,20,8,0,4,12,57,17,8,82,752,123,135,1010
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 46889.txt","46889",2019-10-01,"13:39",80,60,5,15,20,11,0,1,12,15,0,12,27,1005,102,276,1383
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 46890.txt","46890",2019-10-01,"13:39",83,60,14,9,23,51,2,5,58,12,2,6,20,181,2,53,236
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 46892.txt","46892",2019-10-01,"13:39",78,60,5,13,18,11,1,1,13,3,0,2,5,939,69,224,1232
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 46898.txt","46898",2019-10-01,"13:39",84,59,14,11,25,46,9,5,60,35,8,7,50,467,60,67,594
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 47097.txt","47097",2019-10-01,"13:39",78,60,8,10,18,10,0,0,10,57,11,10,78,866,129,128,1123
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 47099.txt","47099",2019-10-01,"13:39",79,60,9,10,19,5,2,1,8,86,9,11,106,1185,151,208,1544
"./Ship3_Latin-square/2019-10-01_13h39m_Subject 47798.txt","47798",2019-10-01,"13:39",81,60,8,13,21,17,3,5,25,15,5,1,21,247,27,44,318
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 46876.txt","46876",2019-10-01,"13:42",75,60,5,10,15,15,0,1,16,9,2,6,17,883,78,130,1091
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 46877.txt","46877",2019-10-01,"13:42",80,60,10,10,20,19,5,2,26,47,18,8,73,1193,187,244,1624
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 46893.txt","46893",2019-10-01,"13:42",75,60,7,8,15,9,0,1,10,76,13,9,98,1437,158,194,1789
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 46895.txt","46895",2019-10-01,"13:42",82,60,12,10,22,36,6,8,50,18,5,4,27,166,43,27,236
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47638.txt","47638",2019-10-01,"13:42",78,60,11,7,18,52,8,3,63,22,4,1,27,425,65,43,533
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47757.txt","47757",2019-10-01,"13:42",60,45,10,5,15,96,22,8,126,64,34,5,103,185,32,35,252
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47769.txt","47769",2019-10-01,"13:42",87,60,17,10,27,98,10,26,134,56,37,17,110,424,21,55,500
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47771.txt","47771",2019-10-01,"13:42",83,60,13,10,23,33,5,10,48,33,23,28,84,399,7,87,493
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47775.txt","47775",2019-10-01,"13:42",81,60,13,8,21,109,30,20,159,70,16,5,91,205,8,45,258
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47781.txt","47781",2019-10-01,"13:42",82,60,9,13,22,8,0,0,8,39,12,14,65,1214,191,355,1760
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47782.txt","47782",2019-10-01,"13:42",82,60,10,12,22,15,1,2,18,4,4,1,9,600,61,106,767
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47783.txt","47783",2019-10-01,"13:42",81,60,9,12,21,47,13,12,72,48,6,8,62,846,90,216,1152
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47785.txt","47785",2019-10-01,"13:42",82,60,10,12,22,26,0,2,28,49,21,32,102,1604,250,255,2109
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47786.txt","47786",2019-10-01,"13:42",81,60,13,8,21,77,10,7,94,68,19,3,90,161,14,35,210
"./Ship3_Latin-square/2019-10-01_13h42m_Subject 47788.txt","47788",2019-10-01,"13:42",79,60,8,11,19,63,4,11,78,61,20,15,96,361,47,87,495
"./Ship3_Latin-square/2019-10-01_14h44m_Subject 47080.txt","47080",2019-10-01,"14:44",80,60,9,11,20,11,0,1,12,20,28,3,51,904,141,138,1183
"./Ship3_Latin-square/2019-10-01_14h44m_Subject 47089.txt","47089",2019-10-01,"14:44",80,60,9,11,20,22,1,1,24,52,8,16,76,489,72,109,670
"./Ship3_Latin-square/2019-10-01_14h44m_Subject 47762.txt","47762",2019-10-01,"14:44",79,60,10,9,19,35,2,3,40,21,4,1,26,303,36,70,409
"./Ship3_Latin-square/2019-10-01_14h44m_Subject 47791.txt","47791",2019-10-01,"14:44",80,60,7,13,20,4,0,0,4,21,17,2,40,890,114,186,1190
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 46878.txt","46878",2019-10-02,"10:08",77,60,6,11,17,8,0,1,9,8,5,7,20,1102,112,170,1384
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 46885.txt","46885",2019-10-02,"10:08",78,60,8,10,18,56,4,4,64,25,8,2,35,330,35,51,416
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 46899.txt","46899",2019-10-02,"10:08",78,60,8,10,18,6,0,2,8,26,13,3,42,847,132,171,1150
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47081.txt","47081",2019-10-02,"10:08",81,60,12,9,21,17,5,6,28,26,12,19,57,527,38,93,658
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47091.txt","47091",2019-10-02,"10:08",82,60,9,13,22,13,1,1,15,62,13,11,86,336,49,72,457
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47095.txt","47095",2019-10-02,"10:08",80,59,13,8,21,27,7,5,39,31,15,27,73,323,62,58,443
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47231.txt","47231",2019-10-02,"10:08",80,60,4,16,20,57,4,15,76,29,3,6,38,358,25,95,478
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47238.txt","47238",2019-10-02,"10:08",82,60,11,11,22,9,0,2,11,43,13,13,69,485,84,100,669
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47242.txt","47242",2019-10-02,"10:08",80,60,6,14,20,28,2,6,36,25,6,8,39,694,93,187,974
