"filename","subject","date","time","avg_rxn_time_free","avg_choice_rxn_time_free"
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 46877.txt","46877",2019-09-05,"14:00",286.9,378.583333333333
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 46893.txt","46893",2019-09-05,"14:00",90.2666666666667,190.05
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 46895.txt","46895",2019-09-05,"14:00",1011.85454545455,228.363636363636
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47638.txt","47638",2019-09-05,"14:00",569.25,224.283333333333
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47757.txt","47757",2019-09-05,"14:00",1515.82,240.8
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47769.txt","47769",2019-09-05,"14:00",194.5,156.483333333333
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47771.txt","47771",2019-09-05,"14:00",115.25,156.85
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47775.txt","47775",2019-09-05,"14:00",422.266666666667,119.083333333333
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47781.txt","47781",2019-09-05,"14:00",206.9,225.116666666667
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47782.txt","47782",2019-09-05,"14:00",245.25,114.633333333333
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47783.txt","47783",2019-09-05,"14:00",626.516666666667,250
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47785.txt","47785",2019-09-05,"14:00",185.5,190.6
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47786.txt","47786",2019-09-05,"14:00",1073.35294117647,361.294117647059
"./Ship3_Latin-square/2019-09-05_14h00m_Subject 47788.txt","47788",2019-09-05,"14:00",492.533333333333,259.066666666667
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46888.txt","46888",2019-09-05,"14:03",156.816666666667,265.083333333333
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46889.txt","46889",2019-09-05,"14:03",797.64406779661,195.949152542373
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46892.txt","46892",2019-09-05,"14:03",224.433333333333,247.583333333333
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 46898.txt","46898",2019-09-05,"14:03",387.65,268.216666666667
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 47097.txt","47097",2019-09-05,"14:03",158.333333333333,208.6
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 47099.txt","47099",2019-09-05,"14:03",462.483333333333,324.7
"./Ship3_Latin-square/2019-09-05_14h03m_Subject 47798.txt","47798",2019-09-05,"14:03",1429.45283018868,589.867924528302
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47080.txt","47080",2019-09-05,"15:10",333.55,152.1
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47089.txt","47089",2019-09-05,"15:10",574.483333333333,266.866666666667
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47762.txt","47762",2019-09-05,"15:10",853,237.55
"./Ship3_Latin-square/2019-09-05_15h10m_Subject 47791.txt","47791",2019-09-05,"15:10",662.166666666667,254.783333333333
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 46878.txt","46878",2019-09-06,"10:00",395.716666666667,264.116666666667
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 46885.txt","46885",2019-09-06,"10:00",1049.68421052632,196.298245614035
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 46899.txt","46899",2019-09-06,"10:00",815.283333333333,250.433333333333
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47081.txt","47081",2019-09-06,"10:00",443.65,289.5
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47091.txt","47091",2019-09-06,"10:00",1249.59615384615,409.942307692308
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47231.txt","47231",2019-09-06,"10:00",2387.61363636364,335.931818181818
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47238.txt","47238",2019-09-06,"10:00",296.316666666667,370.75
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47242.txt","47242",2019-09-06,"10:00",264.916666666667,252.083333333333
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47244.txt","47244",2019-09-06,"10:00",453.633333333333,482.1
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47633.txt","47633",2019-09-06,"10:00",315.433333333333,256.616666666667
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47636.txt","47636",2019-09-06,"10:00",1499.67272727273,221.727272727273
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47752.txt","47752",2019-09-06,"10:00",557.25,278.65
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47767.txt","47767",2019-09-06,"10:00",686.683333333333,206.783333333333
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47768.txt","47768",2019-09-06,"10:00",1521.28301886792,494.735849056604
"./Ship3_Latin-square/2019-09-06_10h00m_Subject 47780.txt","47780",2019-09-06,"10:00",916.964912280702,549.929824561404
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 46884.txt","46884",2019-09-06,"10:05",470.966666666667,541.8
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47083.txt","47083",2019-09-06,"10:05",2847.69230769231,594.487179487179
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47086.txt","47086",2019-09-06,"10:05",509.45,398.666666666667
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47246.txt","47246",2019-09-06,"10:05",779.166666666667,369.233333333333
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47635.txt","47635",2019-09-06,"10:05",504.583333333333,260.25
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47779.txt","47779",2019-09-06,"10:05",691.883333333333,201.816666666667
"./Ship3_Latin-square/2019-09-06_10h05m_Subject 47797.txt","47797",2019-09-06,"10:05",9644.27272727273,535.909090909091
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 46900.txt","46900",2019-09-06,"11:36",186.05,279.766666666667
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 46986.txt","46986",2019-09-06,"11:36",4707.44,377.32
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47076.txt","47076",2019-09-06,"11:36",958.775862068965,201.034482758621
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47079.txt","47079",2019-09-06,"11:36",564.483333333333,307.4
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47082.txt","47082",2019-09-06,"11:36",407.533333333333,306.233333333333
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47092.txt","47092",2019-09-06,"11:36",154.366666666667,306.65
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47226.txt","47226",2019-09-06,"11:36",225.7,263.083333333333
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47227.txt","47227",2019-09-06,"11:36",281.766666666667,130.4
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47250.txt","47250",2019-09-06,"11:36",248.35,118.866666666667
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47645.txt","47645",2019-09-06,"11:36",5453.70833333333,232.625
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47646.txt","47646",2019-09-06,"11:36",203.333333333333,197.733333333333
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47755.txt","47755",2019-09-06,"11:36",1642.21739130435,782.195652173913
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47760.txt","47760",2019-09-06,"11:36",354.483333333333,251.466666666667
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47770.txt","47770",2019-09-06,"11:36",2508.30612244898,409.770833333333
"./Ship3_Latin-square/2019-09-06_11h36m_Subject 47795.txt","47795",2019-09-06,"11:36",362.216666666667,237.283333333333
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47229.txt","47229",2019-09-06,"11:40",96.6,162.816666666667
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47233.txt","47233",2019-09-06,"11:40",131.2,306.233333333333
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47234.txt","47234",2019-09-06,"11:40",789.516666666667,574.833333333333
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47241.txt","47241",2019-09-06,"11:40",182.65,175.033333333333
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47247.txt","47247",2019-09-06,"11:40",313.916666666667,242.183333333333
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47777.txt","47777",2019-09-06,"11:40",495.189655172414,325.344827586207
"./Ship3_Latin-square/2019-09-06_11h40m_Subject 47784.txt","47784",2019-09-06,"11:40",211.183333333333,170.666666666667
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46880.txt","46880",2019-09-06,"12:52",271.083333333333,297.916666666667
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46882.txt","46882",2019-09-06,"12:52",140.516666666667,316.3
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46883.txt","46883",2019-09-06,"12:52",1395.81818181818,493.181818181818
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 46894.txt","46894",2019-09-06,"12:52",1942.77083333333,463.9375
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47088.txt","47088",2019-09-06,"12:52",896.958333333333,557.75
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47228.txt","47228",2019-09-06,"12:52",761.224137931035,325.210526315789
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47243.txt","47243",2019-09-06,"12:52",1762,483.56
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47249.txt","47249",2019-09-06,"12:52",1029.96363636364,423.781818181818
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47639.txt","47639",2019-09-06,"12:52",404.733333333333,258.683333333333
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47649.txt","47649",2019-09-06,"12:52",695.266666666667,375.733333333333
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47758.txt","47758",2019-09-06,"12:52",559.216666666667,385.05
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47759.txt","47759",2019-09-06,"12:52",825.362068965517,294.293103448276
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47776.txt","47776",2019-09-06,"12:52",324.833333333333,206.383333333333
"./Ship3_Latin-square/2019-09-06_12h52m_Subject 47799.txt","47799",2019-09-06,"12:52",414.95,412.95
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 46881.txt","46881",2019-09-06,"12:55",248.083333333333,148.65
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47087.txt","47087",2019-09-06,"12:55",281.6,223.983333333333
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47626.txt","47626",2019-09-06,"12:55",326.9,344.45
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47634.txt","47634",2019-09-06,"12:55",784.783333333333,388.9
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47640.txt","47640",2019-09-06,"12:55",205.733333333333,277.566666666667
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47754.txt","47754",2019-09-06,"12:55",3620.34375,500.59375
"./Ship3_Latin-square/2019-09-06_12h55m_Subject 47800.txt","47800",2019-09-06,"12:55",480.3,246.633333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46876.txt","46876",2019-09-06,"14:05",393.766666666667,173.833333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46877.txt","46877",2019-09-06,"14:05",167.65,266.733333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46893.txt","46893",2019-09-06,"14:05",277.133333333333,195.55
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 46895.txt","46895",2019-09-06,"14:05",1682.83333333333,781.5
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47638.txt","47638",2019-09-06,"14:05",637.333333333333,297.1
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47757.txt","47757",2019-09-06,"14:05",1608.36538461538,208.538461538462
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47769.txt","47769",2019-09-06,"14:05",588.233333333333,172.15
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47771.txt","47771",2019-09-06,"14:05",118.55,212.783333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47775.txt","47775",2019-09-06,"14:05",612.15,135.633333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47781.txt","47781",2019-09-06,"14:05",128.983333333333,219.716666666667
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47782.txt","47782",2019-09-06,"14:05",241.15,108.633333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47783.txt","47783",2019-09-06,"14:05",267.1,220.683333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47785.txt","47785",2019-09-06,"14:05",342.383333333333,199.283333333333
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47786.txt","47786",2019-09-06,"14:05",357.983333333333,205.6
"./Ship3_Latin-square/2019-09-06_14h05m_Subject 47788.txt","47788",2019-09-06,"14:05",288.833333333333,200.283333333333
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46888.txt","46888",2019-09-06,"14:10",108.683333333333,215.833333333333
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46889.txt","46889",2019-09-06,"14:10",163.15,197.5
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46892.txt","46892",2019-09-06,"14:10",251.8,265.766666666667
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 46898.txt","46898",2019-09-06,"14:10",253.283333333333,333.866666666667
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 47097.txt","47097",2019-09-06,"14:10",206.833333333333,324.816666666667
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 47099.txt","47099",2019-09-06,"14:10",314.633333333333,304.766666666667
"./Ship3_Latin-square/2019-09-06_14h10m_Subject 47798.txt","47798",2019-09-06,"14:10",280.2,201.1
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47080.txt","47080",2019-09-06,"15:20",507.466666666667,138.033333333333
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47089.txt","47089",2019-09-06,"15:20",314.9,198.883333333333
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47762.txt","47762",2019-09-06,"15:20",2986.65789473684,471.289473684211
"./Ship3_Latin-square/2019-09-06_15h20m_Subject 47791.txt","47791",2019-09-06,"15:20",179.066666666667,188.216666666667
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 46884.txt","46884",2019-09-07,"09:46",805.660714285714,431.375
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47083.txt","47083",2019-09-07,"09:46",1160.24074074074,476.037037037037
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47086.txt","47086",2019-09-07,"09:46",429.45,353.75
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47246.txt","47246",2019-09-07,"09:46",528.6,197.55
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47635.txt","47635",2019-09-07,"09:46",415.266666666667,317.266666666667
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47779.txt","47779",2019-09-07,"09:46",2652.44736842105,153.394736842105
"./Ship3_Latin-square/2019-09-07_09h46m_Subject 47797.txt","47797",2019-09-07,"09:46",8748.73684210526,590.421052631579
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 46878.txt","46878",2019-09-07,"09:58",330.766666666667,237.25
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 46885.txt","46885",2019-09-07,"09:58",513.333333333333,135.633333333333
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 46899.txt","46899",2019-09-07,"09:58",286.283333333333,231.3
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47081.txt","47081",2019-09-07,"09:58",107.65,334.35
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47091.txt","47091",2019-09-07,"09:58",1039.03389830508,314.847457627119
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47231.txt","47231",2019-09-07,"09:58",1270.93103448276,191.120689655172
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47238.txt","47238",2019-09-07,"09:58",195.4,277.783333333333
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47242.txt","47242",2019-09-07,"09:58",829.36170212766,497.702127659574
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47244.txt","47244",2019-09-07,"09:58",581.966666666667,256.666666666667
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47633.txt","47633",2019-09-07,"09:58",1289.05555555556,462.37037037037
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47636.txt","47636",2019-09-07,"09:58",1592.6,183.054545454545
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47752.txt","47752",2019-09-07,"09:58",438.6,192.216666666667
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47767.txt","47767",2019-09-07,"09:58",388.966666666667,165.1
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47768.txt","47768",2019-09-07,"09:58",945.083333333333,256.7
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47780.txt","47780",2019-09-07,"09:58",1020.25,366.133333333333
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47229.txt","47229",2019-09-07,"10:54",555.2,398.25
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47233.txt","47233",2019-09-07,"10:54",145.85,203.8
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47234.txt","47234",2019-09-07,"10:54",484.85,572.983333333333
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47241.txt","47241",2019-09-07,"10:54",125,168.1
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47247.txt","47247",2019-09-07,"10:54",191.033333333333,173.616666666667
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47777.txt","47777",2019-09-07,"10:54",364.383333333333,221.383333333333
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47784.txt","47784",2019-09-07,"10:54",143.333333333333,359.433333333333
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 46900.txt","46900",2019-09-07,"11:11",187.883333333333,244.383333333333
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 46986.txt","46986",2019-09-07,"11:11",2600.7380952381,165.142857142857
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47076.txt","47076",2019-09-07,"11:11",155.616666666667,138.033333333333
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47079.txt","47079",2019-09-07,"11:11",764.5,254.033333333333
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47082.txt","47082",2019-09-07,"11:11",657.516666666667,178.583333333333
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47092.txt","47092",2019-09-07,"11:11",167.816666666667,275.016666666667
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47226.txt","47226",2019-09-07,"11:11",494.216666666667,194.516666666667
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47227.txt","47227",2019-09-07,"11:11",317.5,160.05
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47250.txt","47250",2019-09-07,"11:11",1153.59615384615,627.096153846154
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47645.txt","47645",2019-09-07,"11:11",4797.10714285714,465.321428571429
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47646.txt","47646",2019-09-07,"11:11",164.9,154.033333333333
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47755.txt","47755",2019-09-07,"11:11",1188.78571428571,302.875
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47760.txt","47760",2019-09-07,"11:11",317.75,187.35
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47770.txt","47770",2019-09-07,"11:11",3678.58333333333,621.555555555556
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47795.txt","47795",2019-09-07,"11:11",480.566666666667,203.566666666667
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 46881.txt","46881",2019-09-07,"12:01",371,135.116666666667
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47087.txt","47087",2019-09-07,"12:01",925.216666666667,162.716666666667
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47626.txt","47626",2019-09-07,"12:01",336.166666666667,209.883333333333
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47634.txt","47634",2019-09-07,"12:01",454.7,191.666666666667
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47640.txt","47640",2019-09-07,"12:01",141.016666666667,129
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47754.txt","47754",2019-09-07,"12:01",4452.8064516129,323.516129032258
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47800.txt","47800",2019-09-07,"12:01",486.733333333333,244.383333333333
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46880.txt","46880",2019-09-07,"12:35",203.65,185.35
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46882.txt","46882",2019-09-07,"12:35",171.7,184.05
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46883.txt","46883",2019-09-07,"12:35",795.216666666667,444.55
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46894.txt","46894",2019-09-07,"12:35",684.183333333333,324.716666666667
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47088.txt","47088",2019-09-07,"12:35",297.266666666667,267.116666666667
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47228.txt","47228",2019-09-07,"12:35",326.8,183.333333333333
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47243.txt","47243",2019-09-07,"12:35",1205.63157894737,230
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47249.txt","47249",2019-09-07,"12:35",1819.94230769231,348.038461538462
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47639.txt","47639",2019-09-07,"12:35",273.1,216.066666666667
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47649.txt","47649",2019-09-07,"12:35",1737.71428571429,204.163265306122
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47758.txt","47758",2019-09-07,"12:35",208.016666666667,298.583333333333
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47759.txt","47759",2019-09-07,"12:35",299.683333333333,130.966666666667
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47776.txt","47776",2019-09-07,"12:35",174.35,145.116666666667
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47799.txt","47799",2019-09-07,"12:35",325.6,213.3
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46888.txt","46888",2019-09-07,"13:18",183.866666666667,249.583333333333
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46889.txt","46889",2019-09-07,"13:18",177,137.466666666667
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46892.txt","46892",2019-09-07,"13:18",1632.48,365.72
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46898.txt","46898",2019-09-07,"13:18",212.1,122.116666666667
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 47097.txt","47097",2019-09-07,"13:18",118.333333333333,147.1
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 47099.txt","47099",2019-09-07,"13:18",1071.96666666667,185.716666666667
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 47798.txt","47798",2019-09-07,"13:18",538.322033898305,429.372881355932
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46876.txt","46876",2019-09-07,"13:43",470.05,128.516666666667
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46877.txt","46877",2019-09-07,"13:43",176.75,339.883333333333
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46893.txt","46893",2019-09-07,"13:43",144.183333333333,179.433333333333
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46895.txt","46895",2019-09-07,"13:43",1647.11363636364,1184.27272727273
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47638.txt","47638",2019-09-07,"13:43",1151.05555555556,592.944444444444
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47757.txt","47757",2019-09-07,"13:43",2078.70833333333,187.5
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47769.txt","47769",2019-09-07,"13:43",821.016666666667,157.883333333333
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47771.txt","47771",2019-09-07,"13:43",308.25,150.616666666667
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47775.txt","47775",2019-09-07,"13:43",891.3,254.45
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47781.txt","47781",2019-09-07,"13:43",255.083333333333,293.35
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47782.txt","47782",2019-09-07,"13:43",230.266666666667,93.6333333333333
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47783.txt","47783",2019-09-07,"13:43",341.9,144.516666666667
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47785.txt","47785",2019-09-07,"13:43",329.316666666667,905.783333333333
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47786.txt","47786",2019-09-07,"13:43",506.666666666667,305.45
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47788.txt","47788",2019-09-07,"13:43",268.283333333333,228.633333333333
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47080.txt","47080",2019-09-07,"14:23",297.816666666667,130.066666666667
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47089.txt","47089",2019-09-07,"14:23",2057.4358974359,198.333333333333
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47762.txt","47762",2019-09-07,"14:23",427.016666666667,246.6
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47791.txt","47791",2019-09-07,"14:23",91.9333333333333,182.05
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 46878.txt","46878",2019-09-09,"10:19",364.566666666667,252.933333333333
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 46885.txt","46885",2019-09-09,"10:19",631.75,215.233333333333
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 46899.txt","46899",2019-09-09,"10:19",326.566666666667,198.9
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47081.txt","47081",2019-09-09,"10:19",412.816666666667,246.8
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47091.txt","47091",2019-09-09,"10:19",980.35,402.083333333333
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47231.txt","47231",2019-09-09,"10:19",1177.98333333333,185.983333333333
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47238.txt","47238",2019-09-09,"10:19",339.216666666667,211.516666666667
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47242.txt","47242",2019-09-09,"10:19",354.766666666667,246.35
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47244.txt","47244",2019-09-09,"10:19",700.35,235.6
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47633.txt","47633",2019-09-09,"10:19",586.283333333333,211.8
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47636.txt","47636",2019-09-09,"10:19",2532,441.666666666667
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47752.txt","47752",2019-09-09,"10:19",527.983333333333,146.45
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47767.txt","47767",2019-09-09,"10:19",2497.05128205128,221.615384615385
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47768.txt","47768",2019-09-09,"10:19",2194.48780487805,227.170731707317
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47780.txt","47780",2019-09-09,"10:19",327.266666666667,212
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 46884.txt","46884",2019-09-09,"10:22",916.28813559322,325.271186440678
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 47083.txt","47083",2019-09-09,"10:22",1064.66666666667,357.771929824561
