"filename","subject","date","time","delay","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot","avg_rxn_time_free","avg_choice_rxn_time_free","avg_timeout_dur_free","avg_collection_time_free","avg_events_before_collect_imm","avg_events_before_collect_del","events_before_collect_tot","percent_reward_collected"
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47752.txt","47752",2019-10-02,"10:08",4,82,60,10,12,22,36,7,7,50,29,35,5,69,548,128,94,770,674.816666666667,140.25,2796.54237288136,1786.70175438596,53,59,112,96.7213114754098
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47767.txt","47767",2019-10-02,"10:08",2,84,60,13,11,24,14,4,5,23,64,18,7,89,317,91,59,467,197.466666666667,403.016666666667,2898.28813559322,1708.18867924528,64,64,128,91.8032786885246
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47768.txt","47768",2019-10-02,"10:08",8,84,60,11,13,24,24,8,9,41,23,7,21,51,409,77,169,655,351.75,168.933333333333,2566.05084745763,1907.12727272727,68,73,141,93.4426229508197
"./Ship3_Latin-square/2019-10-02_10h08m_Subject 47780.txt","47780",2019-10-02,"10:08",24,82,60,11,11,22,65,10,19,94,37,12,6,55,328,11,133,472,373.433333333333,167.633333333333,1779.57627118644,958.779661016949,37,42,79,100
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 46884.txt","46884",2019-10-02,"10:22",2,78,60,8,10,18,32,0,2,34,32,7,3,42,275,44,32,351,420.216666666667,215.516666666667,2894.83050847458,2874.13888888889,139,86,225,72.1311475409836
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 47083.txt","47083",2019-10-02,"10:22",4,80,60,5,15,20,70,16,8,94,26,2,13,41,357,24,109,490,1040.63333333333,184.983333333333,2742.32203389831,2326.07142857143,85,94,179,95.0819672131148
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 47086.txt","47086",2019-10-02,"10:22",4,77,60,9,8,17,22,5,2,29,9,3,0,12,629,83,87,799,175.066666666667,103.166666666667,2796.54237288136,1244.32203389831,32,39,71,100
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 47246.txt","47246",2019-10-02,"10:22",2,80,60,7,13,20,32,1,5,38,12,2,6,20,363,54,98,515,320.25,138.516666666667,2877.93220338983,2239.22222222222,28,128,156,93.4426229508197
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 47635.txt","47635",2019-10-02,"10:22",8,78,60,9,9,18,28,6,2,36,44,11,4,59,432,74,80,586,226.083333333333,195.883333333333,2606.72881355932,1695.22033898305,78,45,123,100
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 47779.txt","47779",2019-10-02,"10:22",8,57,44,6,7,13,58,10,9,77,63,12,10,85,84,13,15,112,2899.59090909091,336.795454545455,2590.6511627907,3533.71052631579,58,32,90,90.9090909090909
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 47790.txt","47790",2019-10-02,"10:22",8,56,40,9,7,16,57,7,74,138,32,10,7,49,105,35,18,158,2905.25641025641,301.871794871795,2651.25641025641,4608.03703703704,68,129,197,82.5
"./Ship3_Latin-square/2019-10-02_10h22m_Subject 47797.txt","47797",2019-10-02,"10:22",16,73,55,12,6,18,63,12,6,81,40,18,5,63,181,30,19,230,1427.18181818182,228.854545454545,2288.87037037037,2723.42553191489,21,84,105,87.5
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 46900.txt","46900",2019-10-02,"11:25",0,74,60,6,8,14,7,0,0,7,65,4,34,103,1386,100,223,1709,92.7,159.416666666667,2999.89830508475,887.338983050847,19,30,49,100
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 46986.txt","46986",2019-10-02,"11:25",4,67,49,8,10,18,41,3,7,51,12,6,4,22,193,26,36,255,1320.10416666667,163.833333333333,2783.3125,3990,52,80,132,77.5510204081633
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47076.txt","47076",2019-10-02,"11:25",2,79,60,8,11,19,5,1,1,7,11,6,2,19,1094,123,211,1428,92.9666666666667,104.766666666667,2894.86440677966,1620.06896551724,70,82,152,98.3606557377049
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47079.txt","47079",2019-10-02,"11:25",2,76,60,6,10,16,11,1,2,14,52,9,7,68,434,56,86,576,196.966666666667,220.283333333333,2894.86440677966,1596.50847457627,41,48,89,100
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47082.txt","47082",2019-10-02,"11:25",2,84,60,11,13,24,27,2,5,34,22,0,28,50,306,50,88,444,454.983333333333,123.25,2891.45762711864,1771.23913043478,71,94,165,90.1639344262295
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47092.txt","47092",2019-10-02,"11:25",2,79,60,9,10,19,19,1,2,22,47,4,5,56,1028,140,176,1344,92.8833333333333,283.583333333333,2894.86440677966,1587.83050847458,62,88,150,100
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47098.txt","47098",2019-10-02,"11:25",0,82,60,9,13,22,10,4,0,14,8,0,0,8,460,75,102,637,191.233333333333,104.8,2999.89830508475,1400.78181818182,25,67,92,93.4426229508197
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47226.txt","47226",2019-10-02,"11:25",2,80,60,9,11,20,11,2,0,13,55,12,13,80,2595,546,543,3684,138.05,214.25,2894.83050847458,1144.67796610169,19,34,53,100
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47227.txt","47227",2019-10-02,"11:25",2,79,60,4,15,19,51,1,4,56,16,6,7,29,496,21,138,655,684.316666666667,123.333333333333,2861,2028.58695652174,44,154,198,83.6065573770492
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47250.txt","47250",2019-10-02,"11:25",2,85,60,10,15,25,15,1,2,18,23,12,10,45,959,199,236,1394,98.2333333333333,97.0666666666667,2884.72881355932,1422.81355932203,43,43,86,100
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47645.txt","47645",2019-10-02,"11:25",4,74,53,9,12,21,105,12,12,129,8,3,6,17,221,47,82,350,1528.98113207547,133.924528301887,2776.88461538462,3411.61363636364,73,97,170,88.8888888888889
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47646.txt","47646",2019-10-02,"11:25",2,81,60,9,12,21,18,1,2,21,88,28,24,140,1395,206,292,1893,209.683333333333,123.85,2884.69491525424,1928.06779661017,23,63,86,100
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47755.txt","47755",2019-10-02,"11:25",4,80,60,7,13,20,30,3,5,38,55,23,8,86,651,64,201,916,157.033333333333,277.033333333333,2776.23728813559,1991.36206896552,71,165,236,98.3606557377049
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47760.txt","47760",2019-10-02,"11:25",2,79,60,9,10,19,21,2,2,25,32,17,20,69,1020,197,136,1353,152.616666666667,175.516666666667,2894.84745762712,1308.49152542373,19,69,88,100
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47770.txt","47770",2019-10-02,"11:25",0,55,41,6,8,14,117,8,6,131,42,7,14,63,164,20,27,211,2943.46341463415,235.951219512195,2999.90243902439,4849.25,67,68,135,90.4761904761905
"./Ship3_Latin-square/2019-10-02_11h25m_Subject 47795.txt","47795",2019-10-02,"11:25",2,79,60,7,12,19,28,7,6,41,40,8,23,71,520,30,127,677,305.883333333333,151.95,2884.71186440678,2310.08771929825,37,67,104,98.3606557377049
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47229.txt","47229",2019-10-02,"11:29",2,78,60,7,11,18,11,4,2,17,35,6,8,49,898,101,146,1145,117.116666666667,157.083333333333,2884.66101694915,1469.41379310345,28,79,107,98.3606557377049
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47233.txt","47233",2019-10-02,"11:29",2,78,60,6,12,18,31,3,0,34,36,6,7,49,442,36,105,583,135.516666666667,156.716666666667,2884.74576271186,1705.16666666667,29,109,138,91.8032786885246
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47234.txt","47234",2019-10-02,"11:29",4,81,60,14,7,21,27,5,5,37,41,15,8,64,585,140,90,815,195.916666666667,212.9,2837.27118644068,1467.625,78,56,134,98.3606557377049
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47237.txt","47237",2019-10-02,"11:29",24,73,53,11,9,20,63,9,29,101,77,8,36,121,282,8,57,347,892.153846153846,735.019230769231,1938.40384615385,1227.14,44,18,62,96.2264150943396
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47241.txt","47241",2019-10-02,"11:29",16,80,60,10,10,20,18,2,4,24,6,9,0,15,691,58,174,923,98.2166666666667,104.516666666667,2240.64406779661,1344.03448275862,78,42,120,98.3606557377049
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47247.txt","47247",2019-10-02,"11:29",4,74,60,7,7,14,18,2,2,22,17,2,3,22,336,28,53,417,281.15,175.65,2796.59322033898,1744.41176470588,40,96,136,91.8032786885246
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47777.txt","47777",2019-10-02,"11:29",0,80,60,7,13,20,66,5,16,87,40,4,13,57,277,29,60,366,1014.22033898305,197.745762711864,2999.94915254237,3365.47169811321,70,59,129,91.6666666666667
"./Ship3_Latin-square/2019-10-02_11h29m_Subject 47784.txt","47784",2019-10-02,"11:29",4,77,60,8,9,17,35,3,3,41,73,19,22,114,1199,170,153,1522,149.033333333333,194.816666666667,2796.52542372881,1150.40677966102,63,91,154,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 46880.txt","46880",2019-10-02,"12:36",2,82,60,4,18,22,6,1,2,9,7,1,4,12,781,31,236,1048,133.733333333333,96.6666666666667,2847.42372881356,1684.89189189189,29,427,456,70.4918032786885
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 46882.txt","46882",2019-10-02,"12:36",24,67,51,12,4,16,64,18,2,84,38,36,3,77,234,10,24,268,1640.94,735.96,2183.94,2309.25581395349,47,30,77,86.2745098039216
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 46883.txt","46883",2019-10-02,"12:36",4,75,60,5,10,15,16,1,0,17,26,13,6,45,660,49,109,818,108.916666666667,141.15,2769.47457627119,1568.42372881356,27,62,89,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 46894.txt","46894",2019-10-02,"12:36",16,84,60,13,11,24,88,14,10,112,18,35,3,56,272,36,52,360,873.083333333333,121.95,2240.64406779661,1930.46428571429,67,20,87,93.4426229508197
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 46896.txt","46896",2019-10-02,"12:36",0,81,60,6,15,21,23,2,2,27,32,6,11,49,985,81,259,1325,193.883333333333,142.283333333333,2999.93220338983,1432.61016949153,22,45,67,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47088.txt","47088",2019-10-02,"12:36",8,79,60,9,10,19,19,2,2,23,38,12,9,59,778,96,185,1059,129.65,174.4,2566.06779661017,1631.05084745763,57,95,152,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47228.txt","47228",2019-10-02,"12:36",16,79,60,9,10,19,18,2,4,24,9,3,0,12,552,58,123,733,146.633333333333,110.883333333333,2213.45762711864,1262.67272727273,28,63,91,96.7213114754098
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47243.txt","47243",2019-10-02,"12:36",16,83,60,13,10,23,64,8,8,80,64,50,12,126,577,81,103,761,195.383333333333,266.366666666667,2240.61016949153,1512.72881355932,125,69,194,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47249.txt","47249",2019-10-02,"12:36",8,81,60,12,9,21,37,6,7,50,50,27,7,84,388,79,70,537,349.716666666667,211.466666666667,2633.83050847458,1560.47457627119,66,46,112,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47639.txt","47639",2019-10-02,"12:36",4,85,60,11,14,25,15,3,1,19,9,9,1,19,716,77,222,1015,103.466666666667,137.083333333333,2776.22033898305,1814.36842105263,75,70,145,96.7213114754098
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47649.txt","47649",2019-10-02,"12:36",2,81,60,9,12,21,22,5,6,33,20,1,3,24,429,84,96,609,355.983333333333,144.733333333333,2888.10169491525,2358.13043478261,142,216,358,60.655737704918
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47753.txt","47753",2019-10-02,"12:36",16,82,60,13,9,22,84,9,17,110,41,28,16,85,433,38,60,531,592.583333333333,233.866666666667,2294.86440677966,1454.9387755102,82,140,222,85.2459016393443
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47758.txt","47758",2019-10-02,"12:36",8,81,60,11,10,21,11,4,0,15,56,57,0,113,875,165,154,1194,113.766666666667,220.016666666667,2606.77966101695,1091.57627118644,48,40,88,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47759.txt","47759",2019-10-02,"12:36",8,79,60,10,9,19,27,5,7,39,54,7,20,81,506,48,123,677,207.533333333333,262.65,2620.22033898305,1284.49152542373,38,35,73,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47776.txt","47776",2019-10-02,"12:36",16,82,60,9,13,22,19,0,6,25,47,22,9,78,918,77,260,1255,95.45,146.75,2105.05084745763,1032.06896551724,31,34,65,100
"./Ship3_Latin-square/2019-10-02_12h36m_Subject 47799.txt","47799",2019-10-02,"12:36",8,84,60,12,12,24,23,0,8,31,56,31,13,100,473,97,136,706,284.533333333333,177.15,2566.03389830508,1512.59322033898,63,32,95,100
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 46881.txt","46881",2019-10-02,"12:41",2,79,60,7,12,19,17,0,1,18,48,18,18,84,980,71,222,1273,105.066666666667,135.833333333333,2881.30508474576,2037.39622641509,59,168,227,93.4426229508197
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 47087.txt","47087",2019-10-02,"12:41",2,76,60,6,10,16,20,1,1,22,35,6,2,43,394,51,54,499,257.566666666667,142.75,2894.84745762712,1694.63793103448,57,39,96,100
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 47626.txt","47626",2019-10-02,"12:41",0,82,60,4,18,22,17,0,6,23,30,1,13,44,273,30,89,392,264.2,171.033333333333,2999.94915254237,2447.14583333333,71,89,160,85.2459016393443
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 47632.txt","47632",2019-10-02,"12:41",16,78,60,10,8,18,27,2,1,30,11,5,4,20,780,88,151,1019,136.783333333333,84.5,2240.61016949153,1115.10714285714,36,57,93,95.0819672131148
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 47634.txt","47634",2019-10-02,"12:41",2,84,60,9,15,24,25,6,7,38,14,4,17,35,356,34,118,508,325.4,123.833333333333,2877.89830508475,1863.5,83,84,167,86.8852459016393
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 47640.txt","47640",2019-10-02,"12:41",2,79,60,11,8,19,29,8,3,40,16,8,2,26,469,69,82,620,641.8,114.4,2905.03389830508,2264.67924528302,23,43,66,93.4426229508197
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 47754.txt","47754",2019-10-02,"12:41",4,74,54,9,11,20,38,4,10,52,63,6,27,96,264,36,84,384,1389.61111111111,277.87037037037,2796.11320754717,3392.3023255814,23,133,156,81.8181818181818
"./Ship3_Latin-square/2019-10-02_12h41m_Subject 47800.txt","47800",2019-10-02,"12:41",24,78,60,8,10,18,56,6,9,71,74,16,15,105,160,7,51,218,596.1,211.35,1779.61016949153,1352.03448275862,45,43,88,98.3606557377049
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 46876.txt","46876",2019-10-02,"14:02",2,79,60,8,11,19,24,2,1,27,2,1,2,5,678,64,151,893,211.483333333333,89.8166666666667,2891.4406779661,1681.75438596491,35,112,147,98.3606557377049
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 46877.txt","46877",2019-10-02,"14:02",0,85,60,13,12,25,3,2,1,6,28,11,21,60,1340,326,354,2020,68.4,160.4,2999.98305084746,1170.98305084746,49,50,99,100
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 46893.txt","46893",2019-10-02,"14:02",16,79,60,8,11,19,8,0,4,12,94,18,7,119,1101,112,261,1474,80.9166666666667,221.616666666667,2077.93220338983,866.610169491525,53,56,109,100
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 46895.txt","46895",2019-10-02,"14:02",2,85,59,10,16,26,42,10,8,60,23,30,11,64,176,59,68,303,796.694915254237,165.120689655172,2879.25862068966,2159.73913043478,24,58,82,88.135593220339
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47638.txt","47638",2019-10-02,"14:02",16,80,60,15,5,20,99,14,10,123,39,15,0,54,271,37,17,325,1135.13333333333,169.133333333333,2430.47457627119,2308.20689655172,101,44,145,98.3606557377049
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47757.txt","47757",2019-10-02,"14:02",8,70,48,15,7,22,86,21,7,114,37,29,31,97,221,74,43,338,1459.8085106383,254.170212765957,2761.68085106383,3249.86046511628,89,99,188,93.75
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47769.txt","47769",2019-10-02,"14:02",4,84,60,12,12,24,21,6,1,28,44,13,11,68,804,172,215,1191,132.55,185.333333333333,2803.33898305085,1551.50847457627,93,70,163,100
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47771.txt","47771",2019-10-02,"14:02",4,80,60,8,12,20,13,1,0,14,7,1,0,8,940,103,198,1241,75.8833333333333,102.233333333333,2776.23728813559,1390.23728813559,14,89,103,100
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47775.txt","47775",2019-10-02,"14:02",4,81,60,8,13,21,33,4,9,46,15,10,3,28,520,74,118,712,207.833333333333,121.783333333333,2769.42372881356,1350.32203389831,53,69,122,100
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47781.txt","47781",2019-10-02,"14:02",24,84,60,11,13,24,26,3,2,31,52,14,10,76,536,17,210,763,95.6166666666667,209.116666666667,1698.23728813559,1600.41176470588,62,109,171,72.1311475409836
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47782.txt","47782",2019-10-02,"14:02",8,78,60,8,10,18,24,0,1,25,15,3,4,22,543,85,110,738,134.116666666667,119.3,2579.57627118644,1557.16071428571,60,52,112,96.7213114754098
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47783.txt","47783",2019-10-02,"14:02",24,82,60,13,9,22,71,10,14,95,50,5,12,67,309,16,57,382,462.15,214.183333333333,1942.32203389831,1257.17857142857,64,35,99,95.0819672131148
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47785.txt","47785",2019-10-02,"14:02",24,83,60,13,10,23,31,2,14,47,45,19,20,84,653,19,196,868,214.15,154.166666666667,1901.59322033898,1212.17021276596,53,97,150,81.9672131147541
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47786.txt","47786",2019-10-02,"14:02",24,58,46,10,2,12,62,7,3,72,39,10,1,50,86,3,7,96,1808.08695652174,1444.4,2200,4208.57142857143,79,37,116,80.4347826086957
"./Ship3_Latin-square/2019-10-02_14h02m_Subject 47788.txt","47788",2019-10-02,"14:02",8,79,60,8,11,19,23,2,5,30,57,11,6,74,783,96,165,1044,161.583333333333,173.083333333333,2552.49152542373,1386.83050847458,38,75,113,100
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 46888.txt","46888",2019-10-02,"14:06",24,83,60,15,8,23,40,10,1,51,59,44,14,117,335,21,51,407,318.305084745763,186.610169491525,2105.08474576271,1669.78431372549,66,59,125,86.6666666666667
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 46889.txt","46889",2019-10-02,"14:06",2,79,60,8,11,19,12,1,1,14,11,1,2,14,1035,184,186,1405,76.95,118.433333333333,2891.50847457627,1745.91379310345,76,108,184,98.3606557377049
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 46890.txt","46890",2019-10-02,"14:06",2,83,60,10,13,23,20,3,5,28,7,0,10,17,382,86,107,575,437.316666666667,98.9,2891.50847457627,1957.85365853659,47,123,170,77.0491803278689
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 46892.txt","46892",2019-10-02,"14:06",16,83,60,12,11,23,23,3,11,37,40,23,10,73,627,91,114,832,108.25,298.2,2240.62711864407,1205.98245614035,60,100,160,96.7213114754098
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 46898.txt","46898",2019-10-02,"14:06",24,77,60,7,10,17,27,4,4,35,51,12,15,78,326,27,141,494,182.4,264.366666666667,1698.27118644068,1479.13636363636,30,120,150,80.327868852459
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 47097.txt","47097",2019-10-02,"14:06",2,83,60,9,14,23,11,1,1,13,48,10,11,69,929,137,219,1285,69.75,164.766666666667,2884.71186440678,1611.96610169492,70,87,157,100
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 47099.txt","47099",2019-10-02,"14:06",16,80,60,10,10,20,18,3,6,27,25,22,14,61,884,103,157,1144,94.1666666666667,164.566666666667,2267.74576271186,956.218181818182,36,122,158,93.4426229508197
"./Ship3_Latin-square/2019-10-02_14h06m_Subject 47798.txt","47798",2019-10-02,"14:06",0,76,60,6,10,16,24,1,1,26,11,4,3,18,211,27,68,306,713.916666666667,127.55,2999.83050847458,2534,39,129,168,77.0491803278689
"./Ship3_Latin-square/2019-10-02_15h10m_Subject 47080.txt","47080",2019-10-02,"15:10",24,82,60,10,12,22,16,1,2,19,36,10,8,54,451,9,211,671,156.433333333333,176.75,1779.54237288136,1420.02777777778,46,95,141,70.4918032786885
"./Ship3_Latin-square/2019-10-02_15h10m_Subject 47089.txt","47089",2019-10-02,"15:10",2,78,60,6,12,18,35,3,6,44,41,9,7,57,284,28,53,365,1074.43333333333,191.683333333333,2884.72881355932,1945.16071428571,66,36,102,95.0819672131148
"./Ship3_Latin-square/2019-10-02_15h10m_Subject 47762.txt","47762",2019-10-02,"15:10",0,80,60,8,12,20,12,2,7,21,21,3,11,35,313,35,69,417,212.466666666667,153.816666666667,2999.86440677966,2429.41304347826,83,129,212,80.327868852459
"./Ship3_Latin-square/2019-10-02_15h10m_Subject 47791.txt","47791",2019-10-02,"15:10",2,78,60,6,12,18,6,2,0,8,12,1,5,18,839,87,175,1101,64.8,115.383333333333,2881.27118644068,1401.93220338983,18,15,33,100
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 46878.txt","46878",2019-10-03,"09:50",4,75,60,6,9,15,13,1,2,16,18,2,3,23,544,49,72,665,149.75,145.916666666667,2776.25423728814,2061.27586206897,74,70,144,98.3606557377049
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 46885.txt","46885",2019-10-03,"09:50",0,81,60,9,12,21,58,2,6,66,25,0,7,32,334,53,56,443,691.35,128.816666666667,2999.84745762712,2229.41379310345,60,54,114,100
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 46899.txt","46899",2019-10-03,"09:50",2,81,60,11,10,21,22,8,2,32,37,9,9,55,760,145,166,1071,202.316666666667,144.166666666667,2905.01694915254,919.864406779661,37,24,61,100
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47081.txt","47081",2019-10-03,"09:50",24,82,60,10,12,22,33,6,6,45,29,2,25,56,359,12,121,492,204.616666666667,163.566666666667,1779.64406779661,966.26,43,64,107,86.8852459016393
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47091.txt","47091",2019-10-03,"09:50",2,76,60,8,8,16,21,2,3,26,56,12,12,80,270,35,37,342,278.5,138.616666666667,2905.06779661017,1837.83050847458,41,46,87,100
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47095.txt","47095",2019-10-03,"09:50",16,80,60,10,10,20,46,4,11,61,60,7,23,90,244,24,42,310,765.35,228.916666666667,2213.5593220339,1915.72549019608,63,63,126,86.8852459016393
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47231.txt","47231",2019-10-03,"09:50",4,80,60,10,10,20,65,10,12,87,17,15,6,38,230,59,45,334,1149.64406779661,130.271186440678,2789.74576271186,1764.94444444444,21,66,87,93.3333333333333
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47238.txt","47238",2019-10-03,"09:50",24,80,60,11,9,20,27,1,5,33,59,17,10,86,319,18,80,417,231.916666666667,191.616666666667,1820.30508474576,695.6,17,38,55,96.7213114754098
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47242.txt","47242",2019-10-03,"09:50",24,82,60,9,13,22,39,5,9,53,57,18,11,86,271,3,150,424,195.566666666667,214,1657.61016949153,998.088888888889,18,62,80,85.2459016393443
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47244.txt","47244",2019-10-03,"09:50",0,78,60,6,12,18,22,1,3,26,36,8,4,48,805,95,165,1065,229.95,159.716666666667,2999.94915254237,1878.38983050847,52,106,158,100
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47633.txt","47633",2019-10-03,"09:50",4,76,60,7,9,16,42,2,1,45,47,6,11,64,384,40,49,473,328.116666666667,171.166666666667,2782.98305084746,1863.22033898305,110,68,178,100
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47636.txt","47636",2019-10-03,"09:50",0,81,60,14,7,21,117,7,3,127,53,18,4,75,482,150,39,671,656.8,187.75,2999.8813559322,2031.40677966102,123,73,196,100
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47752.txt","47752",2019-10-03,"09:50",2,79,60,9,10,19,53,7,4,64,23,20,12,55,563,106,102,771,553.383333333333,110.916666666667,2901.62711864407,2004.96428571429,52,75,127,95.0819672131148
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47767.txt","47767",2019-10-03,"09:50",24,80,60,11,9,20,69,5,16,90,101,32,33,166,164,3,46,213,754.116666666667,376.966666666667,1901.62711864407,1564.94444444444,47,71,118,91.8032786885246
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47768.txt","47768",2019-10-03,"09:50",0,83,60,8,15,23,10,3,9,22,20,1,2,23,739,104,190,1033,159.283333333333,144.7,2999.84745762712,2174.71929824561,33,97,130,96.7213114754098
"./Ship3_Latin-square/2019-10-03_09h50m_Subject 47780.txt","47780",2019-10-03,"09:50",8,79,60,8,11,19,46,5,4,55,44,13,11,68,437,62,103,602,369.416666666667,163.666666666667,2552.49152542373,1343.62711864407,51,47,98,100
"./Ship3_Latin-square/2019-10-03_09h53m_Subject 46884.txt","46884",2019-10-03,"09:53",0,80,60,8,12,20,25,1,2,28,11,3,1,15,350,61,85,496,347.716666666667,138.383333333333,2999.93220338983,2327.60416666667,95,57,152,86.8852459016393
"./Ship3_Latin-square/2019-10-03_09h53m_Subject 47083.txt","47083",2019-10-03,"09:53",2,81,60,9,12,21,43,15,3,61,28,7,8,43,395,50,99,544,715.1,190.516666666667,2888.08474576271,1933.44444444444,106,78,184,93.4426229508197
"./Ship3_Latin-square/2019-10-03_09h53m_Subject 47086.txt","47086",2019-10-03,"09:53",16,81,60,11,10,21,44,3,8,55,31,4,10,45,282,29,105,416,442.35,193.533333333333,2240.64406779661,1403.54716981132,52,77,129,91.8032786885246
"./Ship3_Latin-square/2019-10-03_09h53m_Subject 47246.txt","47246",2019-10-03,"09:53",0,78,60,5,13,18,27,2,3,32,10,1,3,14,456,51,100,607,189.5,141.633333333333,2999.86440677966,2011.10344827586,37,109,146,96.7213114754098
"./Ship3_Latin-square/2019-10-03_09h53m_Subject 47635.txt","47635",2019-10-03,"09:53",0,78,60,8,10,18,12,0,1,13,30,12,9,51,742,98,119,959,111.866666666667,143.616666666667,2999.91525423729,1678.49152542373,52,72,124,100
