"filename","subject","date","time","delay","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot","avg_rxn_time_free","avg_choice_rxn_time_free","avg_timeout_dur_free","avg_collection_time_free","avg_events_before_collect_imm","avg_events_before_collect_del","events_before_collect_tot","percent_reward_collected"
"./Ship3_Latin-square/2019-08-24_12h55m_Subject 47754.txt","47754",2019-08-24,"12:55",24,61,46,10,5,15,121,18,18,157,72,47,5,124,160,0,32,192,2201.5,355.826086956522,1986.62222222222,2038.44444444444,42,49,91,97.8723404255319
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 46894.txt","46894",2019-08-24,"13:00",4,83,60,10,13,23,105,11,41,157,57,24,25,106,761,137,142,1040,617.566666666667,294.916666666667,2776.16949152542,938.338983050847,11,43,54,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47088.txt","47088",2019-08-24,"13:00",8,76,56,10,10,20,86,18,11,115,82,21,35,138,319,55,60,434,1221.10714285714,286.910714285714,2578.14545454545,912.892857142857,21,25,46,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47228.txt","47228",2019-08-24,"13:00",4,79,56,10,13,23,81,13,22,116,116,16,25,157,573,114,142,829,865.839285714286,538.892857142857,2774.54545454545,1447.07272727273,60,125,185,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47243.txt","47243",2019-08-24,"13:00",4,27,19,8,0,8,40,40,0,80,10,10,0,20,85,50,0,135,3680.77777777778,308.055555555556,2977.72222222222,612,238,0,238,26.3157894736842
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47249.txt","47249",2019-08-24,"13:00",8,79,60,5,14,19,133,16,15,164,129,13,34,176,469,18,151,638,893.883333333333,261.033333333333,2498.23728813559,835.28813559322,28,16,44,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47639.txt","47639",2019-08-24,"13:00",4,80,60,12,8,20,179,14,10,203,80,39,44,163,744,113,108,965,822.666666666667,339.283333333333,2816.86440677966,1137.8813559322,46,79,125,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47758.txt","47758",2019-08-24,"13:00",8,86,60,12,14,26,73,10,8,91,40,25,67,132,652,71,239,962,336.783333333333,184.233333333333,2552.49152542373,1002.83050847458,38,15,53,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47759.txt","47759",2019-08-24,"13:00",8,79,60,7,12,19,78,16,12,106,74,11,32,117,498,70,122,690,586.233333333333,290.933333333333,2525.37288135593,1117.22033898305,20,28,48,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47776.txt","47776",2019-08-24,"13:00",4,81,60,6,15,21,66,6,7,79,83,21,54,158,756,64,227,1047,384.5,244.116666666667,2742.35593220339,936.101694915254,25,31,56,100
"./Ship3_Latin-square/2019-08-24_13h00m_Subject 47799.txt","47799",2019-08-24,"13:00",8,79,60,10,9,19,54,6,6,66,96,47,10,153,449,59,104,612,562.366666666667,300.716666666667,2606.69491525424,569.220338983051,32,32,64,100
"./Ship3_Latin-square/2019-08-24_14h03m_Subject 46892.txt","46892",2019-08-24,"14:03",8,83,60,8,15,23,62,5,15,82,29,9,16,54,623,77,163,863,532.416666666667,164.366666666667,2538.96610169492,1108.91525423729,24,42,66,100
"./Ship3_Latin-square/2019-08-24_14h03m_Subject 47099.txt","47099",2019-08-24,"14:03",8,81,60,10,11,21,108,24,15,147,129,78,71,278,572,69,138,779,687.366666666667,334.266666666667,2593.18644067797,1025.05084745763,34,63,97,100
"./Ship3_Latin-square/2019-08-24_14h20m_Subject 46893.txt","46893",2019-08-24,"14:20",4,82,60,8,14,22,84,9,11,104,81,11,40,132,856,117,238,1211,441.533333333333,335.183333333333,2769.47457627119,1009.96610169492,21,89,110,100
"./Ship3_Latin-square/2019-08-24_14h20m_Subject 47638.txt","47638",2019-08-24,"14:20",4,68,51,8,9,17,149,50,14,213,95,37,120,252,447,54,69,570,1228.01960784314,353.823529411765,2796.03921568627,1278.66666666667,22,92,114,100
"./Ship3_Latin-square/2019-08-24_14h20m_Subject 47757.txt","47757",2019-08-24,"14:20",8,64,47,10,7,17,118,30,18,166,85,52,20,157,354,80,70,504,1922.02173913043,405.478260869565,2634.71739130435,1650.33333333333,73,92,165,97.8723404255319
"./Ship3_Latin-square/2019-08-24_14h20m_Subject 47769.txt","47769",2019-08-24,"14:20",4,79,60,8,11,19,63,6,16,85,68,19,26,113,892,103,188,1183,306.2,258.866666666667,2783.01694915254,907.305084745763,36,21,57,100
"./Ship3_Latin-square/2019-08-24_14h20m_Subject 47782.txt","47782",2019-08-24,"14:20",8,79,60,10,9,19,48,8,6,62,17,5,22,44,683,65,116,864,357.966666666667,132.733333333333,2620.27118644068,882.474576271186,21,10,31,100
"./Ship3_Latin-square/2019-08-24_14h20m_Subject 47788.txt","47788",2019-08-24,"14:20",8,82,60,7,15,22,90,12,9,111,70,11,37,118,360,39,123,522,648.8,253.05,2498.30508474576,1671.74137931034,58,60,118,98.3606557377049
"./Ship3_Latin-square/2019-08-24_15h15m_Subject 47080.txt","47080",2019-08-24,"15:15",4,82,60,10,12,22,62,14,16,92,81,24,12,117,536,86,117,739,371.25,485.066666666667,2776.22033898305,1447.28813559322,36,63,99,100
"./Ship3_Latin-square/2019-08-25_10h51m_Subject 47229.txt","47229",2019-08-25,"10:51",4,78,60,6,12,18,99,29,8,136,157,65,46,268,699,62,160,921,408.216666666667,585.716666666667,2755.8813559322,1224.40677966102,47,119,166,100
"./Ship3_Latin-square/2019-08-25_11h07m_Subject 47250.txt","47250",2019-08-25,"11:07",4,78,57,11,10,21,168,86,9,263,33,26,77,136,618,94,117,829,894.929824561404,181.947368421053,2792.80357142857,1091.35087719298,23,18,41,100
"./Ship3_Latin-square/2019-08-25_11h56m_Subject 47754.txt","47754",2019-08-25,"11:56",8,66,50,8,8,16,169,19,4,192,57,17,11,85,313,31,58,402,2121.65306122449,328.224489795918,2640.69387755102,1813.51162790698,41,110,151,92
"./Ship3_Latin-square/2019-08-25_11h56m_Subject 47800.txt","47800",2019-08-25,"11:56",4,71,52,12,7,19,113,15,16,144,94,30,20,144,381,74,39,494,1598.90384615385,452.5,2827.37254901961,1429.29411764706,35,29,64,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 46894.txt","46894",2019-08-25,"12:23",8,80,60,8,12,20,66,10,10,86,28,14,5,47,527,69,144,740,590.016666666667,141.983333333333,2566.06779661017,930.237288135593,13,43,56,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47088.txt","47088",2019-08-25,"12:23",2,80,60,3,17,20,59,3,13,75,131,8,113,252,567,34,132,733,649.066666666667,336.25,2857.59322033898,1139.61016949153,35,58,93,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47228.txt","47228",2019-08-25,"12:23",8,83,60,10,13,23,71,8,11,90,70,16,17,103,583,103,167,853,492.033333333333,307.55,2565.94915254237,1238.66101694915,34,108,142,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47243.txt","47243",2019-08-25,"12:23",8,33,24,8,1,9,48,13,21,82,142,71,4,217,264,65,0,329,630.208333333333,8752.66666666667,2833.25,1573.26086956522,58,20,78,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47249.txt","47249",2019-08-25,"12:23",2,81,60,6,15,21,104,12,15,131,162,29,83,274,540,55,152,747,653.525423728814,474.220338983051,2871.16949152542,1107.40677966102,21,30,51,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47639.txt","47639",2019-08-25,"12:23",8,76,60,7,9,16,41,5,10,56,41,11,20,72,829,81,142,1052,198.066666666667,187.75,2593.16949152542,1069.38983050847,57,65,122,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47758.txt","47758",2019-08-25,"12:23",2,84,60,11,13,24,54,12,18,84,66,15,31,112,569,83,166,818,296.283333333333,389.616666666667,2891.49152542373,1509.71186440678,33,16,49,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47759.txt","47759",2019-08-25,"12:23",2,84,60,7,17,24,38,17,5,60,72,42,24,138,453,54,192,699,364.366666666667,282.6,2864.38983050847,1716.69090909091,49,88,137,98.3606557377049
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47776.txt","47776",2019-08-25,"12:23",8,81,60,6,15,21,36,1,9,46,76,16,32,124,794,71,264,1129,162.333333333333,195.516666666667,2484.72881355932,1085.32203389831,33,32,65,100
"./Ship3_Latin-square/2019-08-25_12h23m_Subject 47799.txt","47799",2019-08-25,"12:23",2,82,59,4,19,23,62,6,15,83,137,4,121,262,424,40,150,614,464.586206896552,488.51724137931,2848.25862068966,1988.03636363636,25,116,141,98.3050847457627
"./Ship3_Latin-square/2019-08-25_13h05m_Subject 46888.txt","46888",2019-08-25,"13:05",4,77,60,4,13,17,88,6,22,116,113,15,44,172,984,60,237,1281,319.75,304.35,2742.35593220339,1165.03389830508,25,43,68,100
"./Ship3_Latin-square/2019-08-25_13h05m_Subject 46892.txt","46892",2019-08-25,"13:05",2,83,60,9,14,23,49,5,14,68,70,28,20,118,736,117,167,1020,182.983333333333,398.05,2884.69491525424,1186.59322033898,38,24,62,100
"./Ship3_Latin-square/2019-08-25_13h05m_Subject 47099.txt","47099",2019-08-25,"13:05",2,80,60,10,10,20,33,0,4,37,120,89,14,223,829,147,142,1118,190.516666666667,259.016666666667,2901.69491525424,1055.38983050847,38,58,96,100
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 46893.txt","46893",2019-08-25,"13:37",8,79,60,8,11,19,38,4,14,56,51,12,29,92,863,99,171,1133,195.333333333333,177.15,2579.5593220339,920.016949152542,33,50,83,100
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 47638.txt","47638",2019-08-25,"13:37",8,79,59,12,8,20,83,26,11,120,45,14,46,105,480,89,43,612,1089.15254237288,215.305084745763,2655.13793103448,1219.72881355932,37,56,93,100
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 47757.txt","47757",2019-08-25,"13:37",2,70,52,8,10,18,109,19,27,155,108,32,29,169,370,67,89,526,1304.76923076923,525.519230769231,2886.27450980392,1703.6862745098,52,96,148,100
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 47769.txt","47769",2019-08-25,"13:37",8,81,60,13,8,21,62,10,12,84,67,29,15,111,810,130,105,1045,304.3,232.683333333333,2660.89830508475,783.016949152542,41,21,62,100
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 47771.txt","47771",2019-08-25,"13:37",4,83,60,10,13,23,107,43,15,165,65,23,48,136,517,76,154,747,609.416666666667,374.3,2789.76271186441,1172.25862068966,36,64,100,98.3606557377049
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 47775.txt","47775",2019-08-25,"13:37",4,85,59,8,18,26,96,22,13,131,88,69,43,200,652,72,242,966,599.305084745763,322.559322033898,2728.79661016949,967.593220338983,24,16,40,100
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 47782.txt","47782",2019-08-25,"13:37",2,83,60,5,18,23,56,3,10,69,22,1,42,65,573,45,155,773,383.716666666667,213.05,2860.98305084746,1202.0701754386,10,56,66,96.7213114754098
"./Ship3_Latin-square/2019-08-25_13h37m_Subject 47788.txt","47788",2019-08-25,"13:37",2,77,60,2,15,17,50,1,11,62,96,2,25,123,486,16,121,623,336.65,274.75,2857.59322033898,1523.83050847458,31,50,81,100
"./Ship3_Latin-square/2019-08-25_14h12m_Subject 47080.txt","47080",2019-08-25,"14:12",8,82,60,9,13,22,24,3,4,31,47,7,8,62,565,67,149,781,180.7,246.516666666667,2552.50847457627,1229.66101694915,37,36,73,100
"./Ship3_Latin-square/2019-08-25_14h12m_Subject 47089.txt","47089",2019-08-25,"14:12",4,57,42,11,4,15,112,44,4,160,97,64,52,213,280,61,13,354,2298.88095238095,496.214285714286,2866.61904761905,1588.4,59,93,152,97.6744186046512
"./Ship3_Latin-square/2019-08-26_10h07m_Subject 47238.txt","47238",2019-08-26,"10:07",4,78,56,10,12,22,106,35,23,164,78,19,71,168,472,79,128,679,956.678571428571,303.660714285714,2781.78181818182,1260.25,36,71,107,100
"./Ship3_Latin-square/2019-08-26_10h07m_Subject 47242.txt","47242",2019-08-26,"10:07",4,56,42,12,2,14,281,66,2,349,48,20,2,70,456,91,28,575,3522.90476190476,174.47619047619,2885.69047619048,939.512195121951,36,21,57,100
"./Ship3_Latin-square/2019-08-26_10h07m_Subject 47767.txt","47767",2019-08-26,"10:07",4,7,5,2,0,2,125,6,0,131,87,12,0,99,16,8,0,24,12566.6,48063,2919.8,2904.8,12,5,17,100
"./Ship3_Latin-square/2019-08-26_11h19m_Subject 47229.txt","47229",2019-08-26,"11:19",8,86,60,14,12,26,95,9,15,119,70,34,22,126,650,144,118,912,375.3,251.466666666667,2620.27118644068,1212.33898305085,56,54,110,100
"./Ship3_Latin-square/2019-08-26_11h19m_Subject 47777.txt","47777",2019-08-26,"11:19",4,76,57,8,11,19,131,24,19,174,54,11,7,72,355,51,81,487,1084.14035087719,538.491228070175,2785.64285714286,1775.88888888889,67,55,122,96.4912280701754
"./Ship3_Latin-square/2019-08-26_11h24m_Subject 47076.txt","47076",2019-08-26,"11:24",4,85,60,11,14,25,101,47,41,189,83,38,80,201,668,99,205,972,472.65,274.266666666667,2776.22033898305,1272.72881355932,36,120,156,100
"./Ship3_Latin-square/2019-08-26_11h24m_Subject 47082.txt","47082",2019-08-26,"11:24",4,70,52,12,6,18,147,52,27,226,57,53,6,116,527,96,81,704,1654.84615384615,183.865384615385,2835.27450980392,1498.03921568627,76,65,141,100
"./Ship3_Latin-square/2019-08-26_11h24m_Subject 47226.txt","47226",2019-08-26,"11:24",4,80,56,12,12,24,143,24,30,197,59,5,16,80,442,76,124,642,1216.48214285714,219.642857142857,2785.67857142857,1773.84615384615,146,46,192,94.7368421052632
"./Ship3_Latin-square/2019-08-26_11h24m_Subject 47227.txt","47227",2019-08-26,"11:24",4,81,60,9,12,21,127,60,17,204,53,20,99,172,510,76,147,733,905.833333333333,182.2,2789.81355932203,1321.77966101695,38,94,132,100
"./Ship3_Latin-square/2019-08-26_11h24m_Subject 47250.txt","47250",2019-08-26,"11:24",8,84,60,13,11,24,55,9,10,74,45,24,33,102,619,98,130,847,326,171.5,2606.74576271186,958.728813559322,12,10,22,100
"./Ship3_Latin-square/2019-08-26_11h24m_Subject 47646.txt","47646",2019-08-26,"11:24",4,81,60,5,16,21,103,10,22,135,56,8,23,87,584,34,257,875,941.016666666667,317.516666666667,2728.72881355932,1350.42372881356,19,49,68,100
"./Ship3_Latin-square/2019-08-26_11h24m_Subject 47795.txt","47795",2019-08-26,"11:24",4,81,60,9,12,21,128,12,19,159,94,23,17,134,574,79,137,790,731.6,315.166666666667,2789.81355932203,1499.27118644068,42,36,78,100
"./Ship3_Latin-square/2019-08-26_12h26m_Subject 46881.txt","46881",2019-08-26,"12:26",4,56,41,9,6,15,146,42,21,209,49,17,75,141,220,41,61,322,2496.78048780488,359.268292682927,2829.975,2382.63157894737,53,76,129,95.2380952380952
"./Ship3_Latin-square/2019-08-26_12h26m_Subject 47087.txt","47087",2019-08-26,"12:26",4,36,28,5,3,8,275,25,4,304,45,6,9,60,208,46,21,275,2949.77777777778,377.925925925926,2822.18518518519,1684.11111111111,24,53,77,100
"./Ship3_Latin-square/2019-08-26_12h26m_Subject 47634.txt","47634",2019-08-26,"12:26",4,60,41,10,9,19,105,49,23,177,39,28,33,100,220,51,63,334,2119.78048780488,346.268292682927,2810,1933.92682926829,38,54,92,100
"./Ship3_Latin-square/2019-08-26_12h26m_Subject 47640.txt","47640",2019-08-26,"12:26",4,56,41,8,7,15,107,10,12,129,60,52,5,117,279,60,51,390,3042.075,431.325,2809.925,3009.48717948718,24,68,92,97.5609756097561
"./Ship3_Latin-square/2019-08-26_12h26m_Subject 47754.txt","47754",2019-08-26,"12:26",2,36,28,7,1,8,117,9,0,126,49,19,4,72,179,38,6,223,7982.82142857143,449.857142857143,2940.62962962963,2527.10714285714,20,32,52,100
"./Ship3_Latin-square/2019-08-26_12h26m_Subject 47800.txt","47800",2019-08-26,"12:26",8,77,60,9,8,17,111,22,14,147,92,23,16,131,437,62,59,558,1065.46666666667,243.366666666667,2620.28813559322,1352.86440677966,33,62,95,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 46882.txt","46882",2019-08-26,"12:35",4,71,52,9,10,19,156,11,18,185,54,48,38,140,399,69,140,608,1567.01923076923,259.352941176471,2803.90196078431,1524.125,24,60,84,94.2307692307692
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 46894.txt","46894",2019-08-26,"12:35",2,80,60,4,16,20,41,1,7,49,90,6,10,106,568,43,161,772,612.2,401.583333333333,2867.76271186441,1394.69491525424,16,71,87,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47088.txt","47088",2019-08-26,"12:35",16,84,60,14,10,24,94,15,12,121,76,27,22,125,384,63,114,561,649.783333333333,228.883333333333,2294.84745762712,910.745762711864,29,39,68,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47228.txt","47228",2019-08-26,"12:35",2,82,60,8,14,22,73,5,9,87,93,6,13,112,767,89,161,1017,444.65,322.566666666667,2877.8813559322,1263.93220338983,27,85,112,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47243.txt","47243",2019-08-26,"12:35",2,79,60,7,12,19,90,13,16,119,82,20,52,154,844,83,185,1112,319.9,378.45,2884.64406779661,1320.83050847458,92,120,212,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47249.txt","47249",2019-08-26,"12:35",16,80,60,11,9,20,92,23,12,127,102,41,21,164,346,40,71,457,583.516666666667,212.333333333333,2267.71186440678,929.915254237288,45,23,68,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47639.txt","47639",2019-08-26,"12:35",2,80,60,8,12,20,26,4,5,35,50,13,16,79,838,101,177,1116,159.766666666667,194.316666666667,2881.30508474576,1388.56896551724,87,72,159,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47758.txt","47758",2019-08-26,"12:35",16,85,60,13,12,25,46,12,12,70,34,24,15,73,507,59,148,714,254.7,161.783333333333,2213.54237288136,981.084745762712,50,14,64,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47759.txt","47759",2019-08-26,"12:35",16,69,51,8,10,18,89,8,18,115,57,8,13,78,238,25,64,327,1975.37254901961,255.941176470588,2103.98,1745.10638297872,35,74,109,94.2307692307692
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47776.txt","47776",2019-08-26,"12:35",2,81,60,8,13,21,48,4,6,58,108,28,22,158,864,110,210,1184,255,337.983333333333,2881.30508474576,1265.20338983051,33,59,92,100
"./Ship3_Latin-square/2019-08-26_12h35m_Subject 47799.txt","47799",2019-08-26,"12:35",16,79,59,9,11,20,93,5,17,115,128,84,26,238,268,27,81,376,819.627118644068,440.593220338983,2172.36206896552,1413.4406779661,27,52,79,100
"./Ship3_Latin-square/2019-08-26_13h44m_Subject 46888.txt","46888",2019-08-26,"13:44",8,84,60,12,12,24,33,7,5,45,159,30,44,233,811,131,215,1157,138.683333333333,545.65,2593.1186440678,843.186440677966,31,29,60,100
"./Ship3_Latin-square/2019-08-26_13h44m_Subject 46892.txt","46892",2019-08-26,"13:44",16,86,60,12,14,26,82,16,14,112,46,6,8,60,432,46,134,612,524.65,270.533333333333,2132.18644067797,1094.15254237288,42,43,85,100
"./Ship3_Latin-square/2019-08-26_13h44m_Subject 47097.txt","47097",2019-08-26,"13:44",4,79,60,10,9,19,77,17,10,104,95,16,26,137,526,76,62,664,575.9,458.566666666667,2810.13559322034,1591.35593220339,59,59,118,100
"./Ship3_Latin-square/2019-08-26_13h44m_Subject 47099.txt","47099",2019-08-26,"13:44",16,84,60,14,10,24,101,3,31,135,104,50,10,164,553,100,76,729,585,341,2321.96610169492,1166.91525423729,44,59,103,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 46893.txt","46893",2019-08-26,"13:48",2,82,60,11,11,22,32,9,6,47,45,10,14,69,1150,192,228,1570,113.45,209.016666666667,2905.05084745763,1082.79661016949,66,53,119,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47638.txt","47638",2019-08-26,"13:48",2,74,56,11,7,18,129,28,9,166,91,28,74,193,425,101,55,581,1223.48214285714,371.928571428571,2912.6,1236.10909090909,38,53,91,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47757.txt","47757",2019-08-26,"13:48",16,70,53,9,8,17,118,26,30,174,78,13,13,104,357,50,51,458,1358.81132075472,293.094339622641,2245.2641509434,1494.96226415094,75,93,168,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47769.txt","47769",2019-08-26,"13:48",2,83,60,10,13,23,47,1,8,56,71,24,32,127,1026,126,282,1434,153.983333333333,283.233333333333,2888.10169491525,924.220338983051,17,17,34,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47771.txt","47771",2019-08-26,"13:48",8,79,60,10,9,19,55,6,10,71,47,17,21,85,572,87,127,786,337.05,201.366666666667,2579.62711864407,1025.32203389831,30,15,45,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47775.txt","47775",2019-08-26,"13:48",8,85,60,11,14,25,60,11,10,81,46,11,10,67,544,85,141,770,417.95,194.766666666667,2579.57627118644,1129.69491525424,23,5,28,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47781.txt","47781",2019-08-26,"13:48",4,80,60,8,12,20,87,5,8,100,160,21,68,249,841,96,201,1138,419.016666666667,481.233333333333,2762.69491525424,1128.18644067797,29,35,64,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47782.txt","47782",2019-08-26,"13:48",16,78,60,12,6,18,49,10,4,63,21,7,5,33,548,45,92,685,240.8,110.816666666667,2349.1186440678,869.610169491525,18,22,40,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47783.txt","47783",2019-08-26,"13:48",4,73,53,11,9,20,164,33,26,223,62,5,21,88,468,37,115,620,1433.69811320755,420.622641509434,2811.28301886792,1918.15384615385,56,112,168,100
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47785.txt","47785",2019-08-26,"13:48",4,85,60,12,13,25,63,4,17,84,36,24,28,88,806,150,164,1120,439.35,233.066666666667,2783.01694915254,1524.44827586207,26,68,94,98.3606557377049
"./Ship3_Latin-square/2019-08-26_13h48m_Subject 47788.txt","47788",2019-08-26,"13:48",16,79,60,7,12,19,69,6,17,92,87,11,28,126,322,19,83,424,469.966666666667,222.116666666667,2050.81355932203,1528.67796610169,49,56,105,100
"./Ship3_Latin-square/2019-08-26_15h05m_Subject 47080.txt","47080",2019-08-26,"15:05",2,77,60,8,9,17,31,3,7,41,35,5,10,50,580,94,77,751,186.916666666667,182.15,2891.50847457627,1605.1186440678,57,86,143,100
"./Ship3_Latin-square/2019-08-26_15h05m_Subject 47089.txt","47089",2019-08-26,"15:05",8,60,42,5,13,18,85,16,26,127,109,9,25,143,232,19,77,328,2550.95238095238,443.166666666667,2485.66666666667,1840.2619047619,47,43,90,100
"./Ship3_Latin-square/2019-08-27_10h00m_Subject 47238.txt","47238",2019-08-27,"10:00",8,82,60,10,12,22,39,4,8,51,70,5,42,117,520,90,123,733,393.466666666667,228.383333333333,2593.15254237288,1104.89830508475,44,34,78,100
"./Ship3_Latin-square/2019-08-27_10h00m_Subject 47242.txt","47242",2019-08-27,"10:00",8,83,60,10,13,23,184,28,17,229,102,29,77,208,621,99,160,880,715.25,254.583333333333,2579.59322033898,896.508474576271,33,67,100,100
"./Ship3_Latin-square/2019-08-27_10h00m_Subject 47767.txt","47767",2019-08-27,"10:00",8,77,60,9,8,17,80,18,5,103,25,30,4,59,434,51,76,561,482.55,331.75,2647.42372881356,1187.42372881356,30,59,89,100
"./Ship3_Latin-square/2019-08-27_10h03m_Subject 46884.txt","46884",2019-08-27,"10:03",4,58,44,9,5,14,94,16,37,147,83,45,5,133,184,66,17,267,2963.40909090909,484.704545454545,2832.53488372093,3594.31578947368,44,110,154,91.1111111111111
"./Ship3_Latin-square/2019-08-27_10h03m_Subject 47246.txt","47246",2019-08-27,"10:03",4,82,60,5,17,22,68,19,8,95,72,22,39,133,642,32,193,867,449.3,276.5,2722,1350.62711864407,13,124,137,100
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 46900.txt","46900",2019-08-27,"11:13",4,77,59,9,9,18,78,31,15,124,290,160,109,559,543,64,135,742,499.881355932203,718.310344827586,2806.86206896552,1153.8275862069,31,55,86,100
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 47076.txt","47076",2019-08-27,"11:13",8,83,60,14,9,23,47,12,6,65,67,22,22,111,541,102,96,739,395.816666666667,260.366666666667,2647.42372881356,1084.25423728814,50,60,110,100
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 47082.txt","47082",2019-08-27,"11:13",8,81,60,9,12,21,104,11,6,121,35,12,22,69,449,51,105,605,1079.75,149.116666666667,2552.50847457627,1242.84482758621,35,65,100,98.3606557377049
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 47226.txt","47226",2019-08-27,"11:13",8,86,60,11,15,26,100,21,11,132,46,15,26,87,374,47,138,559,640.933333333333,224.833333333333,2566.05084745763,1720.71929824561,80,45,125,98.3606557377049
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 47227.txt","47227",2019-08-27,"11:13",8,82,60,10,12,22,50,8,8,66,23,14,22,59,573,93,136,802,369.85,117.333333333333,2552.49152542373,1062.5593220339,25,41,66,100
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 47250.txt","47250",2019-08-27,"11:13",2,78,60,10,8,18,55,3,4,62,39,10,15,64,612,96,92,800,372.65,197.15,2905.01694915254,906.655172413793,11,19,30,98.3606557377049
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 47646.txt","47646",2019-08-27,"11:13",8,84,59,11,14,25,65,9,9,83,65,22,25,112,550,84,160,794,689.610169491525,401.796610169492,2572.39655172414,1309.94642857143,34,50,84,96.6666666666667
"./Ship3_Latin-square/2019-08-27_11h13m_Subject 47795.txt","47795",2019-08-27,"11:13",8,86,60,11,15,26,89,11,8,108,55,13,36,104,430,61,195,686,721.816666666667,280.4,2552.52542372881,1068.18644067797,19,47,66,100
"./Ship3_Latin-square/2019-08-27_11h17m_Subject 47229.txt","47229",2019-08-27,"11:17",2,82,60,8,14,22,43,5,3,51,119,19,22,160,881,152,188,1221,182.25,328.5,2877.86440677966,1093.28813559322,38,45,83,100
"./Ship3_Latin-square/2019-08-27_11h17m_Subject 47233.txt","47233",2019-08-27,"11:17",4,80,60,8,12,20,52,9,7,68,84,21,17,122,529,59,158,746,418.05,287.883333333333,2776.27118644068,1363.96610169492,53,41,94,100
"./Ship3_Latin-square/2019-08-27_11h17m_Subject 47777.txt","47777",2019-08-27,"11:17",8,82,60,10,12,22,87,15,13,115,27,2,2,31,471,64,87,622,938.7,331.65,2566.06779661017,1580.18965517241,55,60,115,98.3606557377049
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 46880.txt","46880",2019-08-27,"12:30",4,51,37,11,3,14,187,35,9,231,48,77,9,134,252,92,13,357,3585.83783783784,306.540540540541,2888.66666666667,2013.51515151515,61,37,98,92.1052631578947
"./Ship3_Latin-square/2019-08-27_12h30m_Subject 46882.txt","46882",2019-08-27,"12:30",8,83,60,10,13,23,41,4,9,54,110,19,66,195,758,94,196,1048,370.333333333333,247.366666666667,2552.49152542373,1248.51785714286,76,49,125,98.3606557377049
